home_player,away_player,sets,resulthome,resultaway,match_number
Bordás József,Tóth Attila,[],2,3,1
Bordás József,Bódis Ádám,[],3,2,5
Bordás József,Csiszár Gábor,[],2,3,9
Bordás József,Bódis Attila,[],1,3,13
Gyuris Alajos Tibor,Tóth Attila,[],1,3,14
Gyuris Alajos Tibor,Bódis Ádám,[],2,3,2
Gyuris Alajos Tibor,Csiszár Gábor,[],3,0,6
Gyuris Alajos Tibor,Bódis Attila,[],3,0,10
Juhász László,Tóth Attila,[],3,1,11
Juhász László,Bódis Ádám,[],3,1,15
Juhász László,Csiszár Gábor,[],0,3,3
Juhász László,Bódis Attila,[],3,2,7
Medgyes Egon,Tóth Attila,[],3,1,8
Medgyes Egon,Bódis Ádám,[],3,0,12
Medgyes Egon,Csiszár Gábor,[],0,3,16
Medgyes Egon,Bódis Attila,[],3,0,4
