home_player,away_player,sets,resulthome,resultaway,match_number
Terényi Attila dr.,Eduardo Charters,[],0,3,1
Terényi Attila dr.,Kanics Máté,[],3,1,5
Terényi Attila dr.,Váczi Attila Mihály,[],2,3,9
Terényi Attila dr.,Halasi Dávid dr.,[],2,3,13
Janzsó Gergely,Eduardo Charters,[],1,3,14
Janzsó Gergely,Kanics Máté,[],3,0,2
Janzsó Gergely,Váczi Attila Mihály,[],0,3,6
Janzsó Gergely,Halasi Dávid dr.,[],3,2,10
Turner Andrea Mária,Eduardo Charters,[],3,0,11
Turner Andrea Mária,Kanics Máté,[],3,0,15
Turner Andrea Mária,Váczi Attila Mihály,[],3,0,3
Turner Andrea Mária,Halasi Dávid dr.,[],3,0,7
Szakál Alex,Eduardo Charters,[],0,3,8
Szakál Alex,Kanics Máté,[],3,2,12
Szakál Alex,Váczi Attila Mihály,[],1,3,16
Szakál Alex,Halasi Dávid dr.,[],0,3,4
