home_player,away_player,sets,resulthome,resultaway,match_number
Zsiga Bulcsú,Töltl Márton,[],3,1,1
Zsiga Bulcsú,Vadász Csaba,[],3,0,5
Zsiga Bulcsú,Samu Zoltán,[],3,2,9
Zsiga Bulcsú,Török Attila,[],3,1,13
Felker Domonkos,Töltl Márton,[],3,2,14
Felker Domonkos,Vadász Csaba,[],3,2,2
Felker Domonkos,Samu Zoltán,[],3,0,6
Felker Domonkos,Török Attila,[],3,0,10
Krebs Bálint,Töltl Márton,[],3,1,11
Krebs Bálint,Vadász Csaba,[],3,2,15
Krebs Bálint,Samu Zoltán,[],3,2,3
Krebs Bálint,Török Attila,[],3,2,7
Fülöp Zsombor,Töltl Márton,[],3,0,8
Fülöp Zsombor,Vadász Csaba,[],1,3,12
Fülöp Zsombor,Samu Zoltán,[],3,0,16
Fülöp Zsombor,Török Attila,[],3,0,4
