home_player,away_player,sets,resulthome,resultaway,match_number
Bíró László,Németh Bence,[],3,0,1
Bíró László,Tóth Zsolt,[],2,3,5
Bíró László,Farkas Ágnes,[],1,3,9
Bíró László,Bencsik Gergely,[],3,2,13
Sághi József,Németh Bence,[],0,3,14
Sághi József,Tóth Zsolt,[],3,1,2
Sághi József,Farkas Ágnes,[],2,3,6
Sághi József,Bencsik Gergely,[],1,3,10
Turkovics Kornél,Németh Bence,[],2,3,11
Turkovics Kornél,Tóth Zsolt,[],0,3,15
Turkovics Kornél,Farkas Ágnes,[],3,2,3
Turkovics Kornél,Bencsik Gergely,[],3,0,7
Szanda Szilárd,Németh Bence,[],2,3,8
Szanda Szilárd,Tóth Zsolt,[],1,3,12
Szanda Szilárd,Farkas Ágnes,[],1,3,16
Szanda Szilárd,Bencsik Gergely,[],3,0,4
