position,name,license,team,matches,wins,win_percentage
1.,Klampár Tibor,10316,Shopsport SE,108,108,100%
2.,Novák Balázs János,13915,SZUFLA SE IV.,96,89,92.71%
3.,Monostori Balázs,9130,KSI SE VIII.- MIKI I.,108,99,91.67%
4.,Rohovszky László Dr.,16290,PDSK III.-Csintalan-Mf. Sasok,108,96,88.89%
5.,Veress Barna Dániel,11337,KIWI SE,96,78,81.25%
6.,Kovács János,15523,HCTC-Magyar-Kínai AK,100,77,77%
7.,Kiss Dániel,12438,BEAC II.-Magyar-Lakk DKK,100,76,76%
8.,Bella Balázs,8731,Budai XI SE IV.-Kontra cs.,92,65,70.65%
9.,Visnyánszky Mihály,8297,BKV Előre  SC II.,112,79,70.54%
10.,Kis László,9629,Honvéd Zrinyi SE II.,112,78,69.64%
11.,Németh Tamás,17304,ESZVK-Parazsak,92,64,69.57%
12.,Kőszeghy Viktória,14570,KSI SE VIII.- MIKI I.,96,65,67.71%
13.,Lengyel Zoltán,9131,KSI SE VIII.- MIKI I.,108,72,66.67%
,Sass Oszkár dr.,17373,Brumi Szöcske Team,60,40,66.67%
15.,Szabó Csilla,15692,SZUFLA SE IV.,88,58,65.91%
16.,Kertész Gábor,15498,BEAC II.-Magyar-Lakk DKK,108,70,64.81%
17.,Szabó László Vince,15610,KSI SE VIII.- MIKI I.,64,41,64.06%
18.,Kiss György,16270,BEAC II.-Magyar-Lakk DKK,100,63,63%
19.,Gombos Ákos,8283,PDSK III.-Csintalan-Mf. Sasok,108,68,62.96%
20.,Kelemen János,14073,KIWI SE,112,70,62.5%
,Gombos Bettina,12313,SZUFLA SE IV.,80,50,62.5%
22.,Litauszki Tibor Dr.,10652,SZUFLA SE IV.,80,49,61.25%
23.,Phan Xuan Thao,8215,Honvéd Zrinyi SE II.,72,44,61.11%
24.,Szökendi Attila,11975,Budai XI SE IV.-Kontra cs.,80,47,58.75%
25.,Matis Ferenc,9092,PDSK III.-Csintalan-Mf. Sasok,72,42,58.33%
,Majoros József,10556,PDSK III.-Csintalan-Mf. Sasok,72,42,58.33%
27.,Takács Miklós Zoltán,15527,Honvéd Zrinyi SE II.,112,65,58.04%
28.,Gut Zoltán,14315,Lendület SE II.- Nép-eü.,80,46,57.5%
29.,Tóth Krisztián,14741,SZUFLA SE IV.,84,48,57.14%
30.,Szamkó István,9630,Honvéd Zrinyi SE II.,96,54,56.25%
31.,Csökönyi Lajos,13964,BEAC II.-Magyar-Lakk DKK,68,37,54.41%
32.,Szabó László,15500,HCTC-Magyar-Kínai AK,108,58,53.7%
33.,Pécseli Zsolt,11190,Budai XI SE IV.-Kontra cs.,76,40,52.63%
34.,Klampár-Leskó Edina,10172,BKV Előre  SC II.,92,47,51.09%
35.,Czirják Gábor,8307,BKV Előre  SC II.,112,56,50%
36.,Brumár János,10772,Brumi Szöcske Team,108,53,49.07%
37.,Radu Doru,16305,Kispest SE III.,88,42,47.73%
38.,Makkai Katalin,14226,MVM SE II.,100,47,47%
,Órai Dezső,14221,ESZVK-Parazsak,100,47,47%
40.,Bercsényi Tibor,14185,Kispest SE III.,104,48,46.15%
41.,Szántó Sándor,10195,Shopsport SE,112,49,43.75%
42.,Kardos Csaba,9372,MVM SE II.,92,40,43.48%
43.,Igaly Katalin,11281,MVM SE II.,104,45,43.27%
44.,Székely András dr.,8732,Budai XI SE IV.-Kontra cs.,84,35,41.67%
45.,Czelba Ferenc,10132,Lendület SE II.- Nép-eü.,100,40,40%
,Nógrádi Attila,9579,Kispest SE III.,80,32,40%
47.,Ferencsák József,9373,MVM SE II.,96,37,38.54%
48.,Dósay Tamás,16689,Shopsport SE,104,40,38.46%
49.,Ignácz Bálint,15663,HCTC-Magyar-Kínai AK,60,23,38.33%
50.,Fekete Viktor György,12678,Brumi Szöcske Team,72,27,37.5%
51.,Péntek Tibor,9572,Kispest SE III.,88,32,36.36%
52.,Bende Attila,9941,Budai XI SE IV.-Kontra cs.,72,24,33.33%
53.,Benedek László,15162,BEAC II.-Magyar-Lakk DKK,64,21,32.81%
54.,Simon Dávid,10280,ESZVK-Parazsak,84,27,32.14%
55.,Bárány Attila,15501,HCTC-Magyar-Kínai AK,108,33,30.56%
56.,Petz László dr.,14072,KIWI SE,108,32,29.63%
57.,Tran van Tan,11288,Honvéd Zrinyi SE II.,56,16,28.57%
58.,Berki Balázs dr.,14050,ESZVK-Parazsak,88,21,23.86%
59.,Szendrei István,16799,Brumi Szöcske Team,80,19,23.75%
60.,Tóth Dániel,14310,Lendület SE II.- Nép-eü.,64,15,23.44%
61.,Kövér Péter,8306,BKV Előre  SC II.,96,22,22.92%
62.,Henter Márton,14307,Lendület SE II.- Nép-eü.,92,21,22.83%
63.,Tamásdy László,15640,HCTC-Magyar-Kínai AK,72,13,18.06%
64.,Dorogi Péter,13158,Shopsport SE,112,19,16.96%
65.,Petz György,14077,KIWI SE,100,11,11%
