home_player,away_player,sets,resulthome,resultaway,match_number
Tóth Rudolf,Sinka Csaba,[],2,3,1
Tóth Rudolf,Bicsák Bettina,[],1,3,5
Tóth Rudolf,Nguyen Anh Phuong,[],3,2,9
Tóth Rudolf,Nincs játékos,[],3,0,13
Iván János,Sinka Csaba,[],3,2,14
Iván János,Bicsák Bettina,[],3,1,2
Iván János,Nguyen Anh Phuong,[],3,1,6
Iván János,Nincs játékos,[],3,0,10
Sramkó László,Sinka Csaba,[],1,3,11
Sramkó László,Bicsák Bettina,[],3,0,15
Sramkó László,Nguyen Anh Phuong,[],3,0,3
Sramkó László,Nincs játékos,[],3,0,7
Nincs játékos,Sinka Csaba,[],0,3,8
Nincs játékos,Bicsák Bettina,[],0,3,12
Nincs játékos,Nguyen Anh Phuong,[],0,3,16
Nincs játékos,Nincs játékos,[],,,4
