home_player,away_player,sets,resulthome,resultaway,match_number
Gréczy Károly,Padla László,[],3,2,1
Gréczy Károly,Vitos Klára,[],3,1,5
Gréczy Károly,Tóth Károly,[],3,0,9
Gréczy Károly,Szűcs Gergely,[],3,1,13
Rohovszky László Dr.,Padla László,[],3,1,14
Rohovszky László Dr.,Vitos Klára,[],3,2,2
Rohovszky László Dr.,Tóth Károly,[],1,3,6
Rohovszky László Dr.,Szűcs Gergely,[],2,3,10
Sólyomi Péter,Padla László,[],2,3,11
Sólyomi Péter,Vitos Klára,[],0,3,15
Sólyomi Péter,Tóth Károly,[],0,3,3
Sólyomi Péter,Szűcs Gergely,[],1,3,7
Matis Ferenc,Padla László,[],0,3,8
Matis Ferenc,Vitos Klára,[],0,3,12
Matis Ferenc,Tóth Károly,[],0,3,16
Matis Ferenc,Szűcs Gergely,[],0,3,4
