home_player,away_player,sets,resulthome,resultaway,match_number
Bedő BalázsMarosi Viktória dr.,Somogyi Roland,[],1,3,1
Bedő BalázsMarosi Viktória dr.,Mohácsi János,[],3,0,5
Bedő BalázsMarosi Viktória dr.,Dezsényiné Horgos Barbara,[],3,1,9
Bedő BalázsMarosi Viktória dr.,Borbély János,[],3,1,13
Szosznyák Emma,Somogyi Roland,[],3,0,14
Szosznyák Emma,Mohácsi János,[],3,2,2
Szosznyák Emma,Dezsényiné Horgos Barbara,[],3,0,6
Szosznyák Emma,Borbély János,[],3,1,10
Berger Árpád,Somogyi Roland,[],3,1,11
Berger Árpád,Mohácsi János,[],3,1,15
Berger Árpád,Dezsényiné Horgos Barbara,[],3,0,3
Berger Árpád,Borbély János,[],3,0,7
Bodó Tivadar,Somogyi Roland,[],3,2,8
Bodó Tivadar,Mohácsi János,[],3,0,12
Bodó Tivadar,Dezsényiné Horgos Barbara,[],3,0,16
Bodó Tivadar,Borbély János,[],3,1,4
