home_player,away_player,sets,resulthome,resultaway,match_number
Baczakó Károly,Molnár Levente,"['12-10', '9-11', '9-11', '11-8']",2,3,1
Baczakó Károly,Graur Tamás,"['7-11', '2-11', '5-11']",0,3,5
Baczakó Károly,Kellner Attila,"['6-11', '8-11', '7-11']",0,3,9
Baczakó Károly,Petri Zoltán,"['2-11', '14-12', '11-8', '6-11']",2,3,13
Bundula Csaba dr.,Molnár Levente,"['5-11', '5-11', '11-8', '11-9']",3,2,14
Bundula Csaba dr.,Graur Tamás,"['11-9', '3-11', '11-9', '11-7']",3,1,2
Bundula Csaba dr.,Kellner Attila,"['4-11', '6-11', '11-8', '3-11']",1,3,6
Bundula Csaba dr.,Petri Zoltán,"['10-12', '11-8', '9-11', '5-11']",1,3,10
Lőrincz Attila,Molnár Levente,"['4-11', '13-11', '11-6', '11-6']",3,1,11
Lőrincz Attila,Graur Tamás,"['11-9', '7-11', '4-11', '8-11']",1,3,15
Lőrincz Attila,Kellner Attila,"['11-6', '7-11', '11-9', '11-3']",3,1,3
Lőrincz Attila,Petri Zoltán,"['6-11', '7-11', '10-12']",0,3,7
Debre Gábor,Molnár Levente,"['11-9', '8-11', '6-11', '8-11']",1,3,8
Debre Gábor,Graur Tamás,"['11-13', '4-11', '7-11']",0,3,12
Debre Gábor,Kellner Attila,"['10-12', '4-11', '3-11']",0,3,16
Debre Gábor,Petri Zoltán,"['8-11', '12-14', '11-7', '3-11']",1,3,4
