home_player,away_player,sets,resulthome,resultaway,match_number
Urbán Erika,Székely Gábor,[],3,0,1
Urbán Erika,Penczner Endre,[],2,3,5
Urbán Erika,Lelesz István,[],3,1,9
Urbán Erika,Francia Balázs dr.,[],1,3,13
Endrényi Gábor,Székely Gábor,[],3,0,14
Endrényi Gábor,Penczner Endre,[],3,1,2
Endrényi Gábor,Lelesz István,[],3,0,6
Endrényi Gábor,Francia Balázs dr.,[],1,3,10
Várady Ágnes,Székely Gábor,[],3,0,11
Várady Ágnes,Penczner Endre,[],3,2,15
Várady Ágnes,Lelesz István,[],3,1,3
Várady Ágnes,Francia Balázs dr.,[],0,3,7
Gönczöl Péter,Székely Gábor,[],3,1,8
Gönczöl Péter,Penczner Endre,[],3,1,12
Gönczöl Péter,Lelesz István,[],2,3,16
Gönczöl Péter,Francia Balázs dr.,[],0,3,4
