home_player,away_player,sets,resulthome,resultaway,match_number
Gréczy Károly,Szalai István,[],3,0,1
Gréczy Károly,Lőrinczi Róbert,[],0,3,5
Gréczy Károly,Botyánszki László,[],3,1,9
Gréczy Károly,Bátorfi István dr,[],3,1,13
Lukács Dániel,Szalai István,[],2,3,14
Lukács Dániel,Lőrinczi Róbert,[],0,3,2
Lukács Dániel,Botyánszki László,[],3,2,6
Lukács Dániel,Bátorfi István dr,[],3,1,10
Rohovszky László Dr.,Szalai István,[],3,1,11
Rohovszky László Dr.,Lőrinczi Róbert,[],0,3,15
Rohovszky László Dr.,Botyánszki László,[],3,0,3
Rohovszky László Dr.,Bátorfi István dr,[],3,0,7
Matis FerencSólyomi Péter,Szalai István,[],3,2,8
Matis FerencSólyomi Péter,Lőrinczi Róbert,[],0,3,12
Matis FerencSólyomi Péter,Botyánszki László,[],2,3,16
Matis FerencSólyomi Péter,Bátorfi István dr,[],3,1,4
