home_player,away_player,sets,resulthome,resultaway,match_number
Szabó László,Soproni József,[],0,3,1
Szabó László,Takács Dénes,[],3,1,5
Szabó László,Vass Mihály,[],2,3,9
Szabó László,Szarka Béla,[],3,1,13
Pályi Attila,Soproni József,[],0,3,14
Pályi Attila,Takács Dénes,[],3,1,2
Pályi Attila,Vass Mihály,[],3,1,6
Pályi Attila,Szarka Béla,[],3,0,10
Kádár Péter,Soproni József,[],1,3,11
Kádár Péter,Takács Dénes,[],3,1,15
Kádár Péter,Vass Mihály,[],3,0,3
Kádár Péter,Szarka Béla,[],3,1,7
Szabó Gergely,Soproni József,[],0,3,8
Szabó Gergely,Takács Dénes,[],3,2,12
Szabó Gergely,Vass Mihály,[],3,2,16
Szabó Gergely,Szarka Béla,[],0,3,4
