position,name,license,team,matches,wins,win_percentage
1.,Leinweber Zoltán,11164,MTSE I.,114,113,99.12%
2.,Monostori Balázs,9130,KSI SE V.- MIKI I.,116,108,93.1%
3.,Németh Tamás,17304,ESZVK-Parazsak,105,92,87.62%
4.,Álló József,10051,Kispest SE III.,89,75,84.27%
5.,Tóth Zsolt,10831,OVIT SE II.,98,81,82.65%
6.,Németh Bence,12781,OVIT SE II.,87,71,81.61%
7.,Erdész Tibor,9021,Igazságügyi SC I.,96,78,81.25%
8.,Visnyánszky Mihály,8297,BKV Előre  SC II.,108,83,76.85%
9.,Hiriczkó Ede,17728,ESMTK IV.,101,77,76.24%
10.,Lengyel Zoltán,9131,KSI SE V.- MIKI I.,120,90,75%
11.,Gut László,10133,Lendület SE III.- Nép-eü.,73,54,73.97%
12.,Bencsik Gergely,9503,OVIT SE II.,94,69,73.4%
13.,Szanda Szilárd,8586,ESMTK IV.,113,78,69.03%
14.,Czirják Gábor,8307,BKV Előre  SC II.,109,75,68.81%
15.,Kis László,9629,Honvéd Zrínyi SE II.,116,79,68.1%
16.,Tánczos Attila,11417,Kispest SE III.,84,57,67.86%
17.,Farkas Ágnes,11461,OVIT SE II.,91,60,65.93%
18.,Sághi József,13897,ESMTK IV.,109,71,65.14%
19.,Erdész Ákos,11534,Igazságügyi SC I.,116,75,64.66%
20.,Kőszeghy Viktória,14570,KSI SE V.- MIKI I.,112,72,64.29%
,Stirling Tamás dr.,11591,Szufla SE V.-Ragazzart,112,72,64.29%
22.,Bella Balázs,8731,Budai XI SE IV.-Kontra cs.,108,69,63.89%
23.,Szamkó István,9630,Honvéd Zrínyi SE II.,104,65,62.5%
24.,Radu Doru,16305,Kispest SE III.,69,43,62.32%
25.,Gut Zoltán,14315,Lendület SE III.- Nép-eü.,93,56,60.22%
26.,Turkovics Kornél,14572,ESMTK IV.,101,60,59.41%
27.,Sass Oszkár dr.,17373,Brumi Szöcske Team I.,77,45,58.44%
28.,Simon Dávid,10280,ESZVK-Parazsak,101,58,57.43%
29.,Makkai Katalin,14226,MVM SE II.,100,56,56%
30.,Igaly Katalin,11281,MVM SE II.,108,60,55.56%
31.,Takács Miklós Zoltán,15527,Honvéd Zrínyi SE II.,116,62,53.45%
32.,Lőrincz Sándor,16122,KSI SE V.- MIKI I.,96,49,51.04%
33.,Székely András dr.,8732,Budai XI SE IV.-Kontra cs.,96,48,50%
,Czeglédi Viktor Dr.,13294,Igazságügyi SC I.,88,44,50%
35.,Kardos Csaba,9372,MVM SE II.,92,43,46.74%
36.,Szökendi Attila,11975,Budai XI SE IV.-Kontra cs.,80,36,45%
37.,Ángyán Károly,15671,Pestújhelyi SC IV.,112,48,42.86%
38.,Ferencsák József,9373,MVM SE II.,96,40,41.67%
39.,Majdik Zoltán,16126,BPPK SE I.-túróSCsusza,92,38,41.3%
40.,Sólyomi Péter,17254,MTSE I.,114,46,40.35%
41.,Órai Dezső,14221,ESZVK-Parazsak,77,31,40.26%
42.,Brumár János,10772,Brumi Szöcske Team I.,109,43,39.45%
43.,Tran van Tan,11288,Honvéd Zrínyi SE II.,112,44,39.29%
44.,Bánsághi Tamás,9615,Igazságügyi SC I.,104,40,38.46%
45.,Bende Attila,9941,Budai XI SE IV.-Kontra cs.,72,27,37.5%
46.,Huszár Zoltán,10709,Szufla SE V.-Ragazzart,92,34,36.96%
47.,Berki Balázs dr.,14050,ESZVK-Parazsak,81,29,35.8%
48.,Kovács Attila,11775,Pestújhelyi SC IV.,76,27,35.53%
49.,Czelba Ferenc,10132,Lendület SE III.- Nép-eü.,97,34,35.05%
50.,Péntek Tibor,9572,Kispest SE III.,68,23,33.82%
51.,Mitropulos Zoltán,11786,Pestújhelyi SC IV.,80,27,33.75%
52.,Ferencz Károly,12388,MTSE I.,102,34,33.33%
53.,Henter Márton,14307,Lendület SE III.- Nép-eü.,77,24,31.17%
54.,Fábián Ferenc,15724,Szufla SE V.-Ragazzart,100,31,31%
55.,Nagy Zoltán dr.,9376,MVM SE II.,84,23,27.38%
56.,Kövér Péter,8306,BKV Előre  SC II.,101,27,26.73%
57.,Metykó László,15848,BKV Előre  SC II.,109,28,25.69%
58.,Terényi Attila dr.,16129,BPPK SE I.-túróSCsusza,84,17,20.24%
59.,Soós Péter,10698,Szufla SE V.-Ragazzart,76,14,18.42%
