position,name,license,team,matches,wins,win_percentage
1.,Bányai Zoltán,8578,Hercules SE I.-Neting,72,70,97.22%
2.,Várszegi István,21669,Budai XI SE XI.,79,70,88.61%
3.,Szétag Attila,8716,ABC Centerline III.,104,92,88.46%
4.,Szabó Tamás,13905,ESZVK-Parazsak,94,83,88.3%
5.,Nikolich Branko dr.,20001,High Life SE III.-Diavoli,84,71,84.52%
6.,Kelemen József ifj.,10166,Budai XI SE VII.-Kontra csoport,84,70,83.33%
7.,Kiss György,16270,MVM Gáz SE I.,85,69,81.18%
8.,Lucz Péter,9625,Honvéd Zrínyi SE II.,52,42,80.77%
9.,Keserű Dóra,9540,ESZVK-Parazsak,63,50,79.37%
10.,Szalai István,10747,Törekvés SE,100,78,78%
11.,Bakó Endre,10608,High Life SE III.-Diavoli,103,80,77.67%
12.,Janzsó Gergely,17830,Puskás DSK,91,70,76.92%
,Bánovics Tamás,10687,Hercules SE I.-Neting,52,40,76.92%
14.,Gárdai Csaba,11245,KIWI SE I.,92,70,76.09%
15.,Németh Tamás,17304,ESZVK-Parazsak,104,79,75.96%
16.,Szemendri Sándor,12455,Puskás DSK,99,74,74.75%
17.,Mészáros Péter Pál,19543,Budai XI SE XI.,81,59,72.84%
18.,Botár Attila,12343,Törekvés SE,77,55,71.43%
19.,Kelemen János,14073,KIWI SE I.,92,65,70.65%
20.,Tóth Márta,11624,Törekvés SE,93,65,69.89%
21.,Szétag-Thész Dorottya,8419,ABC Centerline III.,52,36,69.23%
22.,Baluka Tamás,9826,High Life SE III.-Diavoli,92,63,68.48%
23.,Szőts Viktor,18407,Puskás DSK,90,60,66.67%
24.,Mecenzóf Sándor,11171,ABC Centerline III.,104,69,66.35%
25.,Csabai Csaba,19011,Budai XI SE XI.,80,50,62.5%
26.,Orosz Ferenc,8353,Törekvés SE,84,52,61.9%
27.,Bella Balázs,8731,Budai XI SE VII.-Kontra csoport,75,46,61.33%
28.,Zlotov Viktor,21614,Budai XI SE XI.,78,46,58.97%
29.,Szeles László,19022,High Life SE III.-Diavoli,85,48,56.47%
30.,Rácz Sándor,17526,ABC Centerline III.,86,48,55.81%
31.,Kis László,9629,Honvéd Zrínyi SE II.,72,37,51.39%
32.,Bende Attila,9941,Budai XI SE VII.-Kontra csoport,76,38,50%
33.,Kertész Gábor,15498,MVM Gáz SE I.,95,47,49.47%
34.,Bodnár István,16752,MVM Gáz SE I.,95,46,48.42%
35.,Kiss Péter,17768,Puskás DSK,77,37,48.05%
36.,Galambos Csaba,8584,Hercules SE I.-Neting,80,37,46.25%
37.,Órai Dezső,14221,ESZVK-Parazsak,74,34,45.95%
38.,Németh Péter,12789,ABC Centerline III.,62,28,45.16%
39.,Kelemen József id.,10165,Budai XI SE VII.-Kontra csoport,80,35,43.75%
40.,Sághi József,13897,ESMTK V.,58,25,43.1%
41.,Németh István,10347,Honvéd Zrínyi SE II.,64,23,35.94%
42.,Boródi Józef,15684,Hercules SE I.-Neting,60,21,35%
43.,Berki Balázs dr.,14050,ESZVK-Parazsak,61,19,31.15%
44.,Vasanits Attila,14972,MVM Gáz SE I.,52,16,30.77%
45.,Murányi Szilvia Dóra,19084,FKF SK III.,80,22,27.5%
46.,Auth Ferenc,16828,ESMTK V.,74,19,25.68%
47.,Schindler István,19829,Hercules SE I.-Neting,84,19,22.62%
48.,Csercsa István,15941,MVM Gáz SE I.,67,15,22.39%
49.,Léber Tibor,21656,ESMTK V.,103,21,20.39%
50.,Lippai László,8635,Honvéd Zrínyi SE II.,62,12,19.35%
51.,Lukács Lajos,9635,FKF SK III.,80,15,18.75%
52.,Molnár Gábor,8288,FKF SK III.,72,12,16.67%
53.,Kurilla János,17812,FKF SK III.,90,14,15.56%
54.,Szamkó István,9630,Honvéd Zrínyi SE II.,68,10,14.71%
55.,Borsi Lajos,9479,ESMTK V.,75,4,5.33%
