home_player,away_player,sets,resulthome,resultaway,match_number
Muszta Csaba,Kovács Szilárd,[],3,2,1
Muszta Csaba,Kaszás László,[],1,3,5
Muszta Csaba,Kirchmayer Richárd,[],2,3,9
Muszta Csaba,Bali Péter,[],3,1,13
Gulyás István,Kovács Szilárd,[],3,2,14
Gulyás István,Kaszás László,[],0,3,2
Gulyás István,Kirchmayer Richárd,[],3,2,6
Gulyás István,Bali Péter,[],3,1,10
Pocsai Tibor,Kovács Szilárd,[],3,0,11
Pocsai Tibor,Kaszás László,[],3,1,15
Pocsai Tibor,Kirchmayer Richárd,[],3,2,3
Pocsai Tibor,Bali Péter,[],2,3,7
Kelemen József ifj.,Kovács Szilárd,[],3,2,8
Kelemen József ifj.,Kaszás László,[],1,3,12
Kelemen József ifj.,Kirchmayer Richárd,[],3,2,16
Kelemen József ifj.,Bali Péter,[],0,3,4
