home_player,away_player,sets,resulthome,resultaway,match_number
Székely Péter,Széles Gergely ZoltánMolnár László,"['4-11', '5-11', '5-11']",0,3,1
Székely Péter,Nagy Zsombor Kristóf,"['7-11', '11-9', '8-11', '12-10']",2,3,5
Székely Péter,Szabó Miklós,"['8-11', '7-11', '9-11']",0,3,9
Székely Péter,Szabó Győző,"['11-7', '6-11', '8-11', '9-11']",1,3,13
Baluka Tamás,Széles Gergely ZoltánMolnár László,"['11-4', '11-3', '11-13', '11-8']",3,1,14
Baluka Tamás,Nagy Zsombor Kristóf,"['3-11', '8-11', '11-8', '6-11']",1,3,2
Baluka Tamás,Szabó Miklós,"['3-11', '5-11', '11-8', '11-9']",2,3,6
Baluka Tamás,Szabó Győző,"['11-9', '12-14', '12-10', '5-11']",3,2,10
Butyka Gyöngyi,Széles Gergely ZoltánMolnár László,"['9-11', '5-11', '10-12']",0,3,11
Butyka Gyöngyi,Nagy Zsombor Kristóf,"['7-11', '10-12', '11-5', '13-15']",1,3,15
Butyka Gyöngyi,Szabó Miklós,"['8-11', '12-14', '8-11']",0,3,3
Butyka Gyöngyi,Szabó Győző,"['12-10', '11-9', '6-11', '11-6']",3,1,7
Nincs játékos,Széles Gergely ZoltánMolnár László,[],0,3,8
Nincs játékos,Nagy Zsombor Kristóf,[],0,3,12
Nincs játékos,Szabó Miklós,[],0,3,16
Nincs játékos,Szabó Győző,[],0,3,4
