home_player,away_player,sets,resulthome,resultaway,match_number
Dobi László,Soproni József,[],3,0,1
Dobi László,Takács Dénes,[],3,0,5
Dobi László,Kaposi Tibor,[],0,3,9
Dobi László,Szarka Béla,[],1,3,13
Pecsenyánszky István,Soproni József,[],1,3,14
Pecsenyánszky István,Takács Dénes,[],3,2,2
Pecsenyánszky István,Kaposi Tibor,[],0,3,6
Pecsenyánszky István,Szarka Béla,[],2,3,10
Molnár Tibor,Soproni József,[],1,3,11
Molnár Tibor,Takács Dénes,[],3,1,15
Molnár Tibor,Kaposi Tibor,[],0,3,3
Molnár Tibor,Szarka Béla,[],0,3,7
Farkas Márton,Soproni József,[],1,3,8
Farkas Márton,Takács Dénes,[],3,1,12
Farkas Márton,Kaposi Tibor,[],0,3,16
Farkas Márton,Szarka Béla,[],1,3,4
