home_player,away_player,sets,resulthome,resultaway,match_number
Laskovics Levente,Török Seiya Krisztián,[],0,3,1
Laskovics Levente,Szabó László,[],0,3,5
Laskovics Levente,Dudás István,[],3,0,9
Laskovics Levente,Juhász László,[],3,1,13
Horváth Kálmán,Török Seiya Krisztián,[],2,3,14
Horváth Kálmán,Szabó László,[],2,3,2
Horváth Kálmán,Dudás István,[],3,0,6
Horváth Kálmán,Juhász László,[],2,3,10
Sári László,Török Seiya Krisztián,[],1,3,11
Sári László,Szabó László,[],0,3,15
Sári László,Dudás István,[],1,3,3
Sári László,Juhász László,[],0,3,7
Szabó József,Török Seiya Krisztián,[],3,0,8
Szabó József,Szabó László,[],1,3,12
Szabó József,Dudás István,[],0,3,16
Szabó József,Juhász László,[],0,3,4
