home_player,away_player,sets,resulthome,resultaway,match_number
Bősz Gábor,Becker László,[],1,3,1
Bősz Gábor,Kellner Tamás,[],1,3,5
Bősz Gábor,Weszelovszky Zoltán,[],0,3,9
Bősz Gábor,Nozicska József,[],0,3,13
Padla László,Becker László,[],3,1,14
Padla László,Kellner Tamás,[],3,1,2
Padla László,Weszelovszky Zoltán,[],3,1,6
Padla László,Nozicska József,[],3,1,10
Fail György,Becker László,[],1,3,11
Fail György,Kellner Tamás,[],3,1,15
Fail György,Weszelovszky Zoltán,[],1,3,3
Fail György,Nozicska József,[],2,3,7
Nincs játékos,Becker László,[],0,3,8
Nincs játékos,Kellner Tamás,[],0,3,12
Nincs játékos,Weszelovszky Zoltán,[],0,3,16
Nincs játékos,Nozicska József,[],0,3,4
