home_player,away_player,sets,resulthome,resultaway,match_number
Serfel Norbert,Szabó László,[],3,1,1
Serfel Norbert,Prinyi Csaba,[],3,2,5
Serfel Norbert,Czomba Imre,[],3,1,9
Serfel Norbert,Szekulesz Péter,[],3,0,13
Horváth Ákos dr,Szabó László,[],3,0,14
Horváth Ákos dr,Prinyi Csaba,[],3,1,2
Horváth Ákos dr,Czomba Imre,[],3,2,6
Horváth Ákos dr,Szekulesz Péter,[],3,1,10
Kricsfalusy Kornél,Szabó László,[],3,1,11
Kricsfalusy Kornél,Prinyi Csaba,[],3,1,15
Kricsfalusy Kornél,Czomba Imre,[],3,2,3
Kricsfalusy Kornél,Szekulesz Péter,[],1,3,7
Balogh József,Szabó László,[],3,1,8
Balogh József,Prinyi Csaba,[],2,3,12
Balogh József,Czomba Imre,[],3,1,16
Balogh József,Szekulesz Péter,[],3,0,4
