home_player,away_player,sets,resulthome,resultaway,match_number
Göndöcs Zoltán,Rozsnyai Tibor,[],3,0,1
Göndöcs Zoltán,La Roche István,[],0,3,5
Göndöcs Zoltán,Nincs játékos,[],3,0,9
Göndöcs Zoltán,Szigeti Ottó,[],3,2,13
Csaba Zoltán,Rozsnyai Tibor,[],3,1,14
Csaba Zoltán,La Roche István,[],3,0,2
Csaba Zoltán,Nincs játékos,[],3,0,6
Csaba Zoltán,Szigeti Ottó,[],3,2,10
Mannah Kinán dr,Rozsnyai Tibor,[],3,2,11
Mannah Kinán dr,La Roche István,[],3,1,15
Mannah Kinán dr,Nincs játékos,[],3,0,3
Mannah Kinán dr,Szigeti Ottó,[],3,0,7
Nagy Attila,Rozsnyai Tibor,[],3,1,8
Nagy Attila,La Roche István,[],0,3,12
Nagy Attila,Nincs játékos,[],3,0,16
Nagy Attila,Szigeti Ottó,[],3,1,4
