home_player,away_player,sets,resulthome,resultaway,match_number
Demeter Miklós,Ürge Krisztián,"['11-3', '7-11', '11-7', '9-11']",3,2,1
Demeter Miklós,Bercsényi Marcell,"['8-11', '17-19', '11-7', '7-11']",1,3,5
Demeter Miklós,Szántó Gyula,"['8-11', '7-11', '6-11']",0,3,9
Demeter Miklós,Radu Doru,"['8-11', '11-4', '9-11', '11-6']",3,2,13
Nyilas Mihály AttilaAszalos Péter,Ürge Krisztián,[],0,3,14
Nyilas Mihály AttilaAszalos Péter,Bercsényi Marcell,[],3,0,2
Nyilas Mihály AttilaAszalos Péter,Szántó Gyula,"['5-11', '2-11', '8-11']",0,3,6
Nyilas Mihály AttilaAszalos Péter,Radu Doru,"['12-10', '8-11', '11-9', '8-11']",2,3,10
Jurik Andrea,Ürge Krisztián,"['12-10', '9-11', '11-7', '11-9']",3,1,11
Jurik Andrea,Bercsényi Marcell,"['8-11', '8-11', '7-11']",0,3,15
Jurik Andrea,Szántó Gyula,"['10-12', '7-11', '3-11']",0,3,3
Jurik Andrea,Radu Doru,"['3-11', '8-11', '8-11']",0,3,7
Bakó Szilvia,Ürge Krisztián,"['6-11', '6-11', '1-11']",0,3,8
Bakó Szilvia,Bercsényi Marcell,"['9-11', '7-11', '11-3', '11-8']",3,2,12
Bakó Szilvia,Szántó Gyula,"['8-11', '8-11', '7-11']",0,3,16
Bakó Szilvia,Radu Doru,"['11-7', '11-8', '11-6']",3,0,4
