home_player,away_player,sets,resulthome,resultaway,match_number
Bátorfi István dr,Szabó Gergely,[],2,3,1
Bátorfi István dr,Kádár Péter,[],3,2,5
Bátorfi István dr,Szabó László,[],1,3,9
Bátorfi István dr,Pályi Attila,[],3,1,13
Botyánszki László,Szabó Gergely,[],3,2,14
Botyánszki László,Kádár Péter,[],2,3,2
Botyánszki László,Szabó László,[],0,3,6
Botyánszki László,Pályi Attila,[],3,1,10
Szalai István,Szabó Gergely,[],3,2,11
Szalai István,Kádár Péter,[],2,3,15
Szalai István,Szabó László,[],3,1,3
Szalai István,Pályi Attila,[],3,2,7
Markó Tamás,Szabó Gergely,[],2,3,8
Markó Tamás,Kádár Péter,[],0,3,12
Markó Tamás,Szabó László,[],3,0,16
Markó Tamás,Pályi Attila,[],3,2,4
