home_player,away_player,sets,resulthome,resultaway,match_number
Zsedényi Csaba,Pikó Imre,[],3,1,1
Zsedényi Csaba,Marsó Vilmos,[],3,2,5
Zsedényi Csaba,László Imre,[],3,0,9
Zsedényi Csaba,Szanda Szilárd,[],1,3,13
Papp Csaba,Pikó Imre,[],0,3,14
Papp Csaba,Marsó Vilmos,[],1,3,2
Papp Csaba,László Imre,[],1,3,6
Papp Csaba,Szanda Szilárd,[],1,3,10
Tomacsek József,Pikó Imre,[],2,3,11
Tomacsek József,Marsó Vilmos,[],1,3,15
Tomacsek József,László Imre,[],3,0,3
Tomacsek József,Szanda Szilárd,[],0,3,7
Tapaszti Attila,Pikó Imre,[],3,2,8
Tapaszti Attila,Marsó Vilmos,[],1,3,12
Tapaszti Attila,László Imre,[],3,1,16
Tapaszti Attila,Szanda Szilárd,[],3,1,4
