position,name,license,team,matches,wins,win_percentage
1.,Erdész Tibor,9021,Igazságügyi SC I.,84,81,96.43%
2.,Pataki Diána,19558,High Life SE I.-Rossoneri,92,84,91.3%
3.,Kelemen Gyula,14344,Hidegkúti SC-Klebelsberg I.,76,69,90.79%
4.,Stefán István,18929,Pestszentimrei PSE II.,92,82,89.13%
5.,Nguyen Duc (Tomi) Khanh,8681,Sanitas-Budo SE IV.-Asia Center I.,88,77,87.5%
6.,Kellner Attila,14052,Budai XI. SE V.,88,69,78.41%
7.,Gut Zoltán,14315,Palotai Titánok SE I.,96,74,77.08%
8.,Graur Tamás,9942,Budai XI. SE V.,65,50,76.92%
9.,Erdész Ákos,11534,Igazságügyi SC I.,92,69,75%
10.,Stirling Tamás dr.,11591,Angyalföldi TTE III.,96,70,72.92%
11.,Botár Attila,12343,Törekvés SE,84,60,71.43%
12.,Erdei István,15763,ESMTK IV.,92,65,70.65%
13.,Babicz Mihály,8748,Ikarus BSE,84,59,70.24%
,Butyka Gyöngyi,16848,High Life SE I.-Rossoneri,84,59,70.24%
15.,Gárdai Csaba,11245,KIWI SE,80,56,70%
16.,Leidal Tibor,19016,KIWI SE,48,33,68.75%
,Gyöngyössy György,19054,High Life SE I.-Rossoneri,48,33,68.75%
18.,Permenter Zalán,19072,Pestszentimrei PSE II.,93,63,67.74%
19.,Tóth Krisztián,14741,ESMTK IV.,78,52,66.67%
20.,Bakó Oszkár,19563,GALAXIS VSE I.,96,63,65.63%
,Zsigmond Csaba,14778,Pestszentimrei PSE II.,96,63,65.63%
22.,Vitéz Gábor,9673,Palotai Titánok SE I.,96,61,63.54%
23.,Tóth Jánosné,12465,Törekvés SE,56,35,62.5%
24.,Lakos Gábor,14345,Hidegkúti SC-Klebelsberg I.,84,52,61.9%
25.,Orosz Ferenc,8353,Törekvés SE,74,45,60.81%
26.,Papp Sándor,17841,Palotai Titánok SE I.,84,51,60.71%
27.,Csima Viktor,8031,ESMTK IV.,84,50,59.52%
28.,Veress Barna Dániel,11337,KIWI SE,64,38,59.38%
29.,Baluka Tamás,9826,High Life SE I.-Rossoneri,77,45,58.44%
30.,Molnár Levente,12820,Budai XI. SE V.,71,41,57.75%
31.,Gál Attila,18951,Pestszentimrei PSE II.,96,54,56.25%
,Lázár Zsolt,15153,Pestújhelyi SC V.,48,27,56.25%
33.,Kelemen János,14073,KIWI SE,88,48,54.55%
34.,La Roche István,10489,Ikarus BSE,92,48,52.17%
35.,Pató Gábor,12076,Pestújhelyi SC V.,88,44,50%
,Czeglédi Viktor Dr.,13294,Igazságügyi SC I.,56,28,50%
,Kristóf Balázs,13526,Igazságügyi SC I.,48,24,50%
38.,Szabó Dénes,17840,Palotai Titánok SE I.,92,45,48.91%
39.,Galovics Márk,14335,Hidegkúti SC-Klebelsberg I.,80,39,48.75%
40.,Phan Xuan Thao,8215,Sanitas-Budo SE IV.-Asia Center I.,79,38,48.1%
41.,Szekeres András,18948,BPPK SE I.-túróSCsusza,92,44,47.83%
42.,Molnár András Gábor,13821,GALAXIS VSE I.,88,42,47.73%
43.,Kovács Zoltán,8596,ESMTK IV.,86,41,47.67%
44.,Mucsina István,10699,Angyalföldi TTE III.,92,43,46.74%
45.,Kovács Zoltán,13904,Budai XI SE VI.-Dunaholding,84,39,46.43%
46.,Nyeste Gábor,12536,Budai XI. SE V.,78,35,44.87%
47.,Tóth Márta,11624,Törekvés SE,52,22,42.31%
48.,Sprok Antal,14333,Hidegkúti SC-Klebelsberg I.,72,29,40.28%
49.,Márki Gergely,18360,BPPK SE I.-túróSCsusza,68,27,39.71%
50.,Hegedűs Vince,19502,BPPK SE I.-túróSCsusza,52,19,36.54%
51.,Fábián Ferenc,15724,Angyalföldi TTE III.,96,35,36.46%
52.,Gubicza József,10089,Törekvés SE,69,24,34.78%
53.,Huszár Zoltán,10709,Angyalföldi TTE III.,96,33,34.38%
54.,Sztranyan János,17956,GALAXIS VSE I.,84,24,28.57%
55.,Terényi Attila dr.,16129,BPPK SE I.-túróSCsusza,60,17,28.33%
56.,Molnár Ferenc,10689,Pestújhelyi SC V.,73,20,27.4%
57.,Arató András,12765,Budai XI SE VI.-Dunaholding,76,18,23.68%
58.,Nguyen Van Tin,16577,Sanitas-Budo SE IV.-Asia Center I.,84,18,21.43%
59.,Jónyer Istvánné,8872,Ikarus BSE,63,13,20.63%
60.,Darvas Ferenc,9191,Ikarus BSE,72,14,19.44%
61.,Nguyen Thai Tho,19571,Sanitas-Budo SE IV.-Asia Center I.,58,6,10.34%
62.,Márton Géza,11709,Budai XI SE VI.-Dunaholding,60,5,8.33%
63.,Hanó Csaba,19412,Budai XI SE VI.-Dunaholding,56,4,7.14%
