home_player,away_player,sets,resulthome,resultaway,match_number
Nyilas Mihály Attila,Korály Csaba,"['11-7', '7-11', '11-8', '13-11']",3,1,1
Nyilas Mihály Attila,Hiriczkó Ede,"['11-6', '10-12', '4-11', '11-9']",2,3,5
Nyilas Mihály Attila,Farkas Zoltán,"['11-8', '17-15', '11-9']",3,0,9
Nyilas Mihály Attila,Évi Róbert,"['9-11', '11-8', '13-11', '8-11']",3,2,13
Bakó Szilvia,Korály Csaba,"['11-5', '11-8', '11-3']",3,0,14
Bakó Szilvia,Hiriczkó Ede,"['11-5', '12-14', '11-5', '11-2']",3,1,2
Bakó Szilvia,Farkas Zoltán,"['11-8', '11-4', '11-3']",3,0,6
Bakó Szilvia,Évi Róbert,"['11-3', '11-8', '11-7']",3,0,10
Demeter Miklós,Korály Csaba,"['9-11', '11-9', '12-10', '10-12']",2,3,11
Demeter Miklós,Hiriczkó Ede,"['11-7', '8-11', '11-8', '11-7']",3,1,15
Demeter Miklós,Farkas Zoltán,"['8-11', '11-3', '11-3', '11-7']",3,1,3
Demeter Miklós,Évi Róbert,"['11-9', '11-8', '11-2']",3,0,7
Aszalos Péter,Korály Csaba,"['12-14', '13-15', '10-12']",0,3,8
Aszalos Péter,Hiriczkó Ede,"['6-11', '8-11', '7-11']",0,3,12
Aszalos Péter,Farkas Zoltán,"['11-13', '15-13', '5-11', '5-11']",1,3,16
Aszalos Péter,Évi Róbert,"['7-11', '11-6', '11-9', '13-11']",3,1,4
