position,name,license,team,matches,wins,win_percentage
1.,Németh Miksa,18491,Palotai Titánok SE I.,104,102,98.08%
2.,Kelemen Gyula,14344,Hidegkúti SC-Klebelsberg I.,88,85,96.59%
3.,Szili Viktor,14619,Rákosmente AK I.,76,68,89.47%
4.,Pölöskei András,14054,SZÜV ASE I.,96,80,83.33%
,Graur Tamás,9942,Budai XI SE XI.,78,65,83.33%
,Lőrincz Attila,14740,Angyalföldi TTE II.,60,50,83.33%
7.,Hargitai Bence,15536,Kőbánya SC III.,104,86,82.69%
8.,Steinbach Roland,16711,Szent Pál Akadémia-HSE I.,80,65,81.25%
9.,Gábor Norbert,19015,Palotai Titánok SE I.,104,83,79.81%
10.,Mórocz Tamás,14056,SZÜV ASE I.,96,76,79.17%
11.,Petri Zoltán,16150,Budai XI SE XI.,92,72,78.26%
12.,Kellner Attila,14052,Budai XI SE XI.,84,65,77.38%
13.,Retek Levente,12709,Pénzügyőr SE IX.,88,65,73.86%
14.,Mészáros Attila,17663,Hidegkúti SC-Klebelsberg I.,96,70,72.92%
15.,Boros László,10086,Kőbánya SC III.,100,67,67%
16.,Dudás István,9086,Pénzügyőr SE IX.,104,69,66.35%
17.,Tóth Dániel István,22474,Szent Pál Akadémia-HSE I.,100,66,66%
18.,Markó Tamás,11632,Pestszentimrei PSE VII.,88,58,65.91%
19.,Nyeste Gábor,12536,Budai XI SE XI.,66,41,62.12%
20.,Nógrádi Attila,9579,Kispest SE IV.,60,37,61.67%
21.,Sári László,9817,Angyalföldi TTE II.,56,34,60.71%
22.,Molnár András Gábor,13821,GALAXIS VSE II.,83,50,60.24%
23.,Bundula Csaba dr.,11765,Angyalföldi TTE II.,60,36,60%
24.,Pálfy Gyula,14256,Szent Pál Akadémia-HSE I.,96,57,59.38%
25.,Kovács Barnabás,22476,Budai XI SE XIII.,56,33,58.93%
26.,Dudás János András,13930,Rákosmente AK I.,96,56,58.33%
,Makkai Katalin,14226,MVM SE II.,72,42,58.33%
28.,Szepesi Zoltán,21847,Kőbánya SC III.,100,58,58%
29.,Bercsényi Gábor dr.,14186,Palotai Titánok SE I.,96,55,57.29%
30.,Galovics Márk,14335,Hidegkúti SC-Klebelsberg I.,100,56,56%
31.,Molnár Levente,12820,Budai XI SE XI.,67,37,55.22%
32.,Bohus Pál,17942,GALAXIS VSE II.,58,31,53.45%
33.,Szabó László,9347,Pénzügyőr SE IX.,88,43,48.86%
34.,Vágó János,19195,Kispest SE IV.,89,43,48.31%
35.,Grigolopulosz Péter,17520,Kispest SE IV.,69,33,47.83%
36.,Kiss Péter,9283,SZÜV ASE I.,98,46,46.94%
37.,Vajda Tamás,18735,Budai XI SE XIII.,88,37,42.05%
38.,Tancz János,21295,Pestszentimrei PSE VII.,92,38,41.3%
39.,Kardos Csaba,9372,MVM SE II.,52,21,40.38%
40.,Kollát Miklós,14053,SZÜV ASE I.,55,22,40%
41.,Borbély Andor,10085,Kőbánya SC III.,100,39,39%
42.,Mókus Miklós,17952,GALAXIS VSE II.,68,25,36.76%
43.,Igaly Katalin,11281,MVM SE II.,88,31,35.23%
44.,Ferencsák József,9373,MVM SE II.,60,21,35%
45.,Baczakó Károly,21282,Angyalföldi TTE II.,96,31,32.29%
46.,Hadai Ferenc,15947,Pestszentimrei PSE VII.,60,18,30%
47.,Szuhanyik György,17953,GALAXIS VSE II.,80,23,28.75%
48.,Ádámszki András,17355,Budai XI SE XIII.,74,21,28.38%
49.,Kapus Ferenc,10356,Kispest SE IV.,63,15,23.81%
50.,Kis Szilárd,13933,Rákosmente AK I.,76,18,23.68%
51.,Szekeres Dániel dr.,21635,MVM SE II.,76,17,22.37%
52.,Seregi László dr.,22392,Pestszentimrei PSE VII.,64,14,21.88%
53.,Paszternák Zoltán,22391,Pestszentimrei PSE VII.,72,14,19.44%
54.,Harsányi Csaba,18041,Budai XI SE XIII.,68,12,17.65%
55.,Kádár Mihály,9091,Pénzügyőr SE IX.,57,7,12.28%
56.,Pálfi Károly Márton,13929,Rákosmente AK I.,56,6,10.71%
