home_player,away_player,sets,resulthome,resultaway,match_number
Zsiga Bulcsú,Bódis Ádám,[],3,0,1
Zsiga Bulcsú,Farkas Márton,[],3,0,5
Zsiga Bulcsú,Bódis Attila,[],3,1,9
Zsiga Bulcsú,Csiszár Gábor,[],3,1,13
Krebs Bálint,Bódis Ádám,[],3,0,14
Krebs Bálint,Farkas Márton,[],3,0,2
Krebs Bálint,Bódis Attila,[],3,1,6
Krebs Bálint,Csiszár Gábor,[],3,1,10
Fülöp Zsombor,Bódis Ádám,[],3,1,11
Fülöp Zsombor,Farkas Márton,[],3,0,15
Fülöp Zsombor,Bódis Attila,[],3,1,3
Fülöp Zsombor,Csiszár Gábor,[],3,0,7
Bartal Tamás,Bódis Ádám,[],3,0,8
Bartal Tamás,Farkas Márton,[],3,0,12
Bartal Tamás,Bódis Attila,[],3,1,16
Bartal Tamás,Csiszár Gábor,[],3,2,4
