home_player,away_player,sets,resulthome,resultaway,match_number
Litkei József,Bertalan Krisztián,[],0,3,1
Litkei József,Maruzs Bence dr.,[],1,3,5
Litkei József,Stefán István,[],1,3,9
Litkei József,Zsigmond Csaba,[],2,3,13
Han Ai Jun,Bertalan Krisztián,[],0,3,14
Han Ai Jun,Maruzs Bence dr.,[],1,3,2
Han Ai Jun,Stefán István,[],3,0,6
Han Ai Jun,Zsigmond Csaba,[],3,0,10
Hontvári László,Bertalan Krisztián,[],0,3,11
Hontvári László,Maruzs Bence dr.,[],0,3,15
Hontvári László,Stefán István,[],0,3,3
Hontvári László,Zsigmond Csaba,[],2,3,7
Benyhe István,Bertalan Krisztián,[],1,3,8
Benyhe István,Maruzs Bence dr.,[],1,3,12
Benyhe István,Stefán István,[],0,3,16
Benyhe István,Zsigmond Csaba,[],3,1,4
