home_player,away_player,sets,resulthome,resultaway,match_number
Rugási László,Hontvári László,[],3,0,1
Rugási László,Rogl Béla,[],3,2,5
Rugási László,Litkei József,[],3,0,9
Rugási László,Han Ai Jun,[],3,0,13
Vancsura György,Hontvári László,[],3,0,14
Vancsura György,Rogl Béla,[],3,1,2
Vancsura György,Litkei József,[],3,0,6
Vancsura György,Han Ai Jun,[],2,3,10
Prinyi Csaba,Hontvári László,[],3,0,11
Prinyi Csaba,Rogl Béla,[],2,3,15
Prinyi Csaba,Litkei József,[],3,0,3
Prinyi Csaba,Han Ai Jun,[],3,1,7
Tukora Marcell,Hontvári László,[],1,3,8
Tukora Marcell,Rogl Béla,[],0,3,12
Tukora Marcell,Litkei József,[],0,3,16
Tukora Marcell,Han Ai Jun,[],0,3,4
