home_player,away_player,sets,resulthome,resultaway,match_number
Csikos Ferenc,Kapus Ferenc,[],3,1,1
Csikos Ferenc,Horváth Miklós,[],3,1,5
Csikos Ferenc,Töltl Márton,[],3,0,9
Csikos Ferenc,Muszta Csaba,[],3,0,13
Németh Dávid,Kapus Ferenc,[],3,1,14
Németh Dávid,Horváth Miklós,[],3,2,2
Németh Dávid,Töltl Márton,[],0,3,6
Németh Dávid,Muszta Csaba,[],3,0,10
Novothny-Farkas Csaba,Kapus Ferenc,[],3,2,11
Novothny-Farkas Csaba,Horváth Miklós,[],3,2,15
Novothny-Farkas Csaba,Töltl Márton,[],0,3,3
Novothny-Farkas Csaba,Muszta Csaba,[],3,0,7
Kovács Zoltán,Kapus Ferenc,[],1,3,8
Kovács Zoltán,Horváth Miklós,[],0,3,12
Kovács Zoltán,Töltl Márton,[],0,3,16
Kovács Zoltán,Muszta Csaba,[],0,3,4
