home_player,away_player,sets,resulthome,resultaway,match_number
Zsigmond Olivér dr.,Ürge Krisztián,"['11-3', '11-6', '11-3']",3,0,1
Zsigmond Olivér dr.,Szántó Gyula,"['6-11', '4-11', '4-11']",0,3,5
Zsigmond Olivér dr.,Bercsényi Marcell,"['3-11', '8-11', '9-11']",0,3,9
Zsigmond Olivér dr.,Végh Imre,"['11-5', '11-5', '5-11', '11-6']",3,1,13
Németh Ádám dr.,Ürge Krisztián,"['11-4', '12-10', '11-8']",3,0,14
Németh Ádám dr.,Szántó Gyula,"['4-11', '13-15', '12-10', '4-11']",1,3,2
Németh Ádám dr.,Bercsényi Marcell,"['7-11', '11-7', '9-11', '11-13']",1,3,6
Németh Ádám dr.,Végh Imre,"['8-11', '11-9', '11-9', '11-9']",3,1,10
Frecska Sándor,Ürge Krisztián,"['2-11', '7-11', '7-11']",0,3,11
Frecska Sándor,Szántó Gyula,"['7-11', '9-11', '8-11']",0,3,15
Frecska Sándor,Bercsényi Marcell,"['9-11', '7-11', '10-12']",0,3,3
Frecska Sándor,Végh Imre,"['11-7', '9-11', '7-11', '8-11']",1,3,7
Georgopulosz Vaszilisz,Ürge Krisztián,"['7-11', '10-12', '11-6', '10-12']",1,3,8
Georgopulosz Vaszilisz,Szántó Gyula,"['9-11', '6-11', '11-8', '11-7']",3,2,12
Georgopulosz Vaszilisz,Bercsényi Marcell,"['14-16', '7-11', '2-11']",0,3,16
Georgopulosz Vaszilisz,Végh Imre,"['11-9', '3-11', '11-9', '8-11']",3,2,4
