position,name,license,team,matches,wins,win_percentage
1.,Forgács László,11205,Pestszentimrei PSE I.,106,105,99.06%
2.,Erdész Tibor,9021,Igazságügyi SC I.,96,91,94.79%
3.,Gőgh József,17729,Budai XI SE VII.,108,89,82.41%
4.,Erdész Ákos,11534,Igazságügyi SC I.,112,91,81.25%
5.,Pölöskei András,14054,SZÜV ASE I.,81,64,79.01%
6.,Demeter Miklós,14785,Honvéd Zrínyi SE II.,100,78,78%
7.,Gárdai Csaba,11245,KIWI SE,108,79,73.15%
8.,Kirchmayer Richárd,13893,ESMTK III.,92,67,72.83%
9.,Kovács Szilárd,14571,ESMTK III.,92,66,71.74%
10.,Kelemen János,14073,KIWI SE,108,77,71.3%
11.,Czirják Gábor,8307,BKV Előre  SC III.,96,66,68.75%
12.,Komjátszeghy Gyula,12816,KIWI SE,76,52,68.42%
13.,Gut Zoltán,14315,Lendület SE III.- BFKH Nép-eü.,96,65,67.71%
14.,Szamkó István,9630,Honvéd Zrínyi SE II.,108,73,67.59%
15.,Strobel Soma,15110,ESMTK III.,84,55,65.48%
16.,Czeglédi Viktor Dr.,13294,Igazságügyi SC I.,80,52,65%
,Baán Rita,11574,Budai XI SE VII.,80,52,65%
18.,Mórocz Tamás,14056,SZÜV ASE I.,85,55,64.71%
19.,Visnyánszky Mihály,8297,BKV Előre  SC III.,92,58,63.04%
20.,Szabó László,11941,Budai XI SE III.-Őrmező,92,56,60.87%
21.,Magyar Viktória,9613,Igazságügyi SC I.,88,52,59.09%
22.,Kis László,9629,Honvéd Zrínyi SE II.,100,59,59%
23.,Uhrin Márton,14322,Csepeli Vállalkozók AKE I.,88,51,57.95%
24.,Andráska Zoltán,14615,Pestszentimrei PSE I.,98,56,57.14%
25.,Nógrádi Attila,9579,Kispest SE V.,96,54,56.25%
26.,Pikó Imre,14325,Csepeli Vállalkozók AKE I.,100,56,56%
27.,Kajdon András,10277,Budai XI SE VII.,104,57,54.81%
28.,Kollát Miklós,14053,SZÜV ASE I.,81,44,54.32%
29.,Barkóczi Attila,13008,Pestszentimrei PSE I.,106,57,53.77%
30.,Horváth Ákos dr,10355,Ferencvárosi Vasutas SK,112,58,51.79%
31.,Szőts Viktor,18407,Puskás DSK III.,89,43,48.31%
32.,Czomba Imre,12795,Budai XI SE III.-Őrmező,88,42,47.73%
33.,Kocsis Gábor,13909,Lendület SE III.- BFKH Nép-eü.,84,40,47.62%
34.,Vajda József,10700,Pestszentimrei PSE I.,94,44,46.81%
35.,Cserepi Ferenc,10438,Ferencvárosi Vasutas SK,84,39,46.43%
36.,Szöllősy Gábor,18378,Budai XI SE IX.-Meteorok,88,40,45.45%
37.,Hatházi Árpád,10440,Ferencvárosi Vasutas SK,100,45,45%
38.,Kocsor Péter,18379,Budai XI SE IX.-Meteorok,88,39,44.32%
,Botlik Gergő,18458,Budai XI SE IX.-Meteorok,88,39,44.32%
40.,Kertai László,14324,Csepeli Vállalkozók AKE I.,80,35,43.75%
41.,Uhrin Zsolt,17599,Budai XI SE III.-Őrmező,100,43,43%
42.,Tran van Tan,11288,Honvéd Zrínyi SE II.,92,38,41.3%
43.,Jeges Csaba,14639,Budai XI SE III.-Őrmező,80,33,41.25%
44.,Ürge Krisztián,17656,Kispest SE V.,108,41,37.96%
45.,Baráth Szilvia,17928,Puskás DSK III.,80,29,36.25%
46.,Lökös Árpád,14320,Csepeli Vállalkozók AKE I.,92,33,35.87%
47.,Raksányi Géza,8659,Ferencvárosi Vasutas SK,112,40,35.71%
48.,Hegyi János,13902,SZÜV ASE I.,80,25,31.25%
