home_player,away_player,sets,resulthome,resultaway,match_number
Éll JózsefKisgéczi Domonkos,Bátorfi István dr,[],3,2,1
Éll JózsefKisgéczi Domonkos,Darvas Ferenc,[],3,0,5
Éll JózsefKisgéczi Domonkos,Keresztury Gábor dr,[],3,2,9
Éll JózsefKisgéczi Domonkos,Nincs játékos,[],3,0,13
Serfel Norbert,Bátorfi István dr,[],2,3,14
Serfel Norbert,Darvas Ferenc,[],3,2,2
Serfel Norbert,Keresztury Gábor dr,[],3,0,6
Serfel Norbert,Nincs játékos,[],3,0,10
Nagy Gábor Zsolt,Bátorfi István dr,[],3,2,11
Nagy Gábor Zsolt,Darvas Ferenc,[],3,0,15
Nagy Gábor Zsolt,Keresztury Gábor dr,[],3,2,3
Nagy Gábor Zsolt,Nincs játékos,[],3,0,7
Töltl Márton,Bátorfi István dr,[],3,1,8
Töltl Márton,Darvas Ferenc,[],3,0,12
Töltl Márton,Keresztury Gábor dr,[],3,0,16
Töltl Márton,Nincs játékos,[],3,0,4
