home_player,away_player,sets,resulthome,resultaway,match_number
Nyári Lajos,Szűcs Gergely,"['9-11', '11-5', '3-11', '11-2']",2,3,1
Nyári Lajos,Papp Nándor,"['11-7', '11-7', '12-10']",3,0,5
Nyári Lajos,Simon Krisztián,"['8-11', '11-6', '9-11', '1-11']",1,3,9
Nyári Lajos,Balog István,"['11-9', '11-8', '9-11', '11-6']",3,1,13
Marosi Katalin,Szűcs Gergely,"['11-8', '6-11', '11-13', '9-11']",1,3,14
Marosi Katalin,Papp Nándor,"['11-13', '11-6', '11-5', '5-11']",2,3,2
Marosi Katalin,Simon Krisztián,"['12-10', '13-11', '11-6']",3,0,6
Marosi Katalin,Balog István,"['11-7', '8-11', '9-11', '12-10']",3,2,10
Lehoczki Martin,Szűcs Gergely,"['11-9', '11-5', '16-18', '11-9']",3,1,11
Lehoczki Martin,Papp Nándor,"['11-7', '11-6', '11-6']",3,0,15
Lehoczki Martin,Simon Krisztián,"['11-7', '10-12', '9-11', '11-5']",2,3,3
Lehoczki Martin,Balog István,"['7-11', '11-7', '11-8', '11-7']",3,1,7
Koszó Gábor dr.,Szűcs Gergely,"['11-7', '11-8', '11-5']",3,0,8
Koszó Gábor dr.,Papp Nándor,"['11-9', '11-7', '11-8']",3,0,12
Koszó Gábor dr.,Simon Krisztián,"['7-11', '11-6', '25-23', '9-11']",2,3,16
Koszó Gábor dr.,Balog István,"['11-6', '11-13', '11-9', '10-12']",3,2,4
