home_player,away_player,sets,resulthome,resultaway,match_number
Geiger János,Kovács János,[],0,3,1
Geiger János,Misák István,[],3,2,5
Geiger János,Bárány Attila,[],3,2,9
Geiger János,Szabó László,[],3,0,13
Kovács Ádám,Kovács János,[],3,0,14
Kovács Ádám,Misák István,[],3,0,2
Kovács Ádám,Bárány Attila,[],3,0,6
Kovács Ádám,Szabó László,[],3,0,10
Juhász-Vedres Sándor ifj.,Kovács János,[],3,2,11
Juhász-Vedres Sándor ifj.,Misák István,[],3,1,15
Juhász-Vedres Sándor ifj.,Bárány Attila,[],3,1,3
Juhász-Vedres Sándor ifj.,Szabó László,[],3,0,7
Litkei József,Kovács János,[],1,3,8
Litkei József,Misák István,[],1,3,12
Litkei József,Bárány Attila,[],3,0,16
Litkei József,Szabó László,[],2,3,4
