position,name,license,team,matches,wins,win_percentage
1.,Nguyen Duc Dániel,12889,Sanitas-Budo SE IV.-Asia Center,87,81,93.1%
2.,Sztárcsevics Gábor,12067,Budai XI SE VI.-Dunaholding,112,101,90.18%
3.,Kelemen Gyula,14344,Hidegkúti SC-Klebelsberg I.,104,88,84.62%
4.,Nagy Tibor,8480,FKF SK IV.,108,91,84.26%
5.,Kovács Miklós,12964,Budai XI SE VI.-Dunaholding,104,86,82.69%
6.,Nguyen Anh Phuong,8216,Sanitas-Budo SE IV.-Asia Center,96,77,80.21%
7.,Katus Ferenc,9896,BEAC IV.-Pancho,88,70,79.55%
8.,Bánovics Tamás,10687,Hercules SE I.-Neting,67,53,79.1%
9.,Tapaszti Attila,21767,Pénzügyőr SE VII.,70,55,78.57%
10.,Márki László,18359,BPPK SE-Túróscsusza,59,46,77.97%
11.,Farkas Márton,8729,MAFC III.-EMKÁBÉ,68,51,75%
12.,Brázai Béla,16974,FKF SK IV.,87,65,74.71%
13.,Szabó Attila,16215,FKF SK IV.,95,67,70.53%
14.,Solodovnikova Anna,1837,ESMTK III.,104,73,70.19%
15.,Rogl Béla,21836,BVSC-Zugló VI.-Senior II.,104,71,68.27%
16.,Imre Béla,13380,Budai XI SE X.-Külváros I.,100,68,68%
17.,Szanda Szilárd,8586,ESMTK III.,89,60,67.42%
18.,Kovács Krisztián,8677,Sanitas-Budo SE IV.-Asia Center,95,64,67.37%
19.,Tran Trung Kien,18942,Sanitas-Budo SE IV.-Asia Center,106,71,66.98%
20.,Gulyás Áron,21959,FKF SK IV.,88,57,64.77%
21.,Mészáros Attila,17663,Hidegkúti SC-Klebelsberg I.,100,64,64%
22.,Márki Gergely,18360,BPPK SE-Túróscsusza,72,46,63.89%
23.,Kovács Csaba,10603,MAFC III.-EMKÁBÉ,104,66,63.46%
24.,Litkei József,11622,BVSC-Zugló VI.-Senior II.,104,65,62.5%
,Kardos Géza,14321,Pénzügyőr SE VII.,64,40,62.5%
,Horváth Máté,21907,MAFC III.-EMKÁBÉ,64,40,62.5%
27.,Erdei István,15763,ESMTK III.,69,42,60.87%
28.,Lakos Gábor,14345,Hidegkúti SC-Klebelsberg I.,78,46,58.97%
29.,Somogyi Roland,11771,OTP SK II.,79,44,55.7%
30.,Szöllősy Gábor,18378,High Life SE III.-Sólymok,100,55,55%
31.,Hercz attila,21913,High Life SE III.-Sólymok,100,54,54%
32.,Bleitner Attila,14303,Budai XI SE X.-Külváros I.,93,50,53.76%
33.,Fekete Zsolt,21842,Pénzügyőr SE VII.,56,30,53.57%
34.,Kocsor Péter,18379,Budai XI SE X.-Külváros I.,96,50,52.08%
35.,Tóth György,21118,BPPK SE-Túróscsusza,104,52,50%
36.,Galambos Csaba,8584,Hercules SE I.-Neting,60,29,48.33%
37.,Andrásik Ilona,12762,Budai XI SE VI.-Dunaholding,89,43,48.31%
38.,Markovits I Tamás,9821,BEAC IV.-Pancho,104,50,48.08%
39.,Hontvári László,11527,BVSC-Zugló VI.-Senior II.,100,48,48%
40.,Kovács Zoltán,13904,Budai XI SE VI.-Dunaholding,103,49,47.57%
41.,Borbély János,9610,OTP SK II.,82,38,46.34%
42.,Zsedényi Csaba,15672,Pénzügyőr SE VII.,76,35,46.05%
43.,Huszár Zoltán,10709,OTP SK II.,112,47,41.96%
44.,Leitermann Lajos,17842,Budai XI SE X.-Külváros I.,68,28,41.18%
45.,Tomacsek József,19456,Pénzügyőr SE VII.,61,25,40.98%
46.,Kis Árpád,19455,Pénzügyőr SE VII.,64,26,40.63%
47.,Szendi Balázs Áron,20829,BPPK SE-Túróscsusza,105,41,39.05%
48.,Kovács Zoltán,8596,ESMTK III.,77,30,38.96%
49.,Lehel László,9822,BEAC IV.-Pancho,108,41,37.96%
50.,Han Ai Jun,19638,BVSC-Zugló VI.-Senior II.,88,33,37.5%
51.,Galovics Márk,14335,Hidegkúti SC-Klebelsberg I.,91,34,37.36%
52.,Dezsényiné Horgos Barbara,13304,OTP SK II.,106,36,33.96%
53.,Biczó Márton,11254,BEAC IV.-Pancho,112,37,33.04%
54.,Balogh Gyula,18898,MAFC III.-EMKÁBÉ,83,27,32.53%
55.,Brumár János,10772,Kispest SE IV.-Brumi Szöcske Team,80,26,32.5%
56.,Boródi Józef,15684,Hercules SE I.-Neting,76,24,31.58%
57.,Fekete Viktor György,12678,Kispest SE IV.-Brumi Szöcske Team,80,25,31.25%
58.,Hamar Csaba,18380,Budai XI SE X.-Külváros I.,73,21,28.77%
59.,Holecz Barna,18358,High Life SE III.-Sólymok,92,26,28.26%
60.,Murai Dan Titus,19479,High Life SE III.-Sólymok,72,18,25%
61.,Surányi Tamás,19452,Hidegkúti SC-Klebelsberg I.,59,14,23.73%
62.,Szécsi Krisztina,8700,Kispest SE IV.-Brumi Szöcske Team,84,18,21.43%
63.,Szénás József,13852,MAFC III.-EMKÁBÉ,71,13,18.31%
64.,Márki Zoltán,18364,BPPK SE-Túróscsusza,76,13,17.11%
65.,Kőhidai Zsolt,11829,Hercules SE I.-Neting,75,10,13.33%
66.,Schindler István,19829,Hercules SE I.-Neting,90,3,3.33%
