home_player,away_player,sets,resulthome,resultaway,match_number
Éll József,Petrovics Péter,"['11-6', '8-11', '4-11', '6-11']",1,3,1
Éll József,Kelemen Attila,"['10-12', '6-11', '2-11']",0,3,5
Éll József,Vajda József,"['11-4', '8-11', '6-11', '14-12']",3,2,9
Éll József,Barkóczi Attila,"['4-11', '4-11', '5-11']",0,3,13
Oláh Levente,Petrovics Péter,"['11-6', '11-1', '13-15', '11-4']",3,1,14
Oláh Levente,Kelemen Attila,"['11-7', '11-5', '11-9']",3,0,2
Oláh Levente,Vajda József,"['11-4', '11-6', '11-6']",3,0,6
Oláh Levente,Barkóczi Attila,"['11-7', '6-11', '14-12', '11-4']",3,1,10
Ungvári László,Petrovics Péter,"['11-6', '8-11', '8-11', '9-11']",1,3,11
Ungvári László,Kelemen Attila,"['10-12', '9-11', '8-11']",0,3,15
Ungvári László,Vajda József,"['10-12', '5-11', '11-6', '11-6']",2,3,3
Ungvári László,Barkóczi Attila,"['15-17', '11-7', '9-11', '11-13']",1,3,7
Fritz Tamás,Petrovics Péter,"['11-8', '11-9', '8-11', '8-11']",3,2,8
Fritz Tamás,Kelemen Attila,"['12-10', '5-11', '7-11', '1-11']",1,3,12
Fritz Tamás,Vajda József,"['11-9', '17-15', '9-11', '11-3']",3,1,16
Fritz Tamás,Barkóczi Attila,"['8-11', '11-6', '9-11', '11-9']",3,2,4
