home_player,away_player,sets,resulthome,resultaway,match_number
Botár Attila,Szekulesz Péter,"['11-5', '11-7', '11-6']",3,0,1
Botár Attila,Bakonyi Bertalan,"['10-12', '7-11', '14-16']",0,3,5
Botár Attila,Szabó Miklós,"['11-8', '6-11', '11-6', '9-11']",3,2,9
Botár Attila,Takáts Fanni dr.,"['10-12', '11-9', '11-4', '11-4']",3,1,13
Szalai István,Szekulesz Péter,"['11-6', '11-8', '13-11']",3,0,14
Szalai István,Bakonyi Bertalan,"['4-11', '11-4', '6-11', '7-11']",1,3,2
Szalai István,Szabó Miklós,"['10-12', '11-5', '4-11', '11-7']",2,3,6
Szalai István,Takáts Fanni dr.,"['9-11', '5-11', '11-6', '6-11']",1,3,10
Tóth Márta,Szekulesz Péter,"['5-11', '9-11', '5-11']",0,3,11
Tóth Márta,Bakonyi Bertalan,"['5-11', '4-11', '4-11']",0,3,15
Tóth Márta,Szabó Miklós,"['11-8', '11-9', '8-11', '8-11']",2,3,3
Tóth Márta,Takáts Fanni dr.,"['9-11', '11-7', '5-11', '9-11']",1,3,7
La Roche IstvánMarosán Tamás,Szekulesz Péter,"['5-11', '3-11', '4-11']",0,3,8
La Roche IstvánMarosán Tamás,Bakonyi Bertalan,"['4-11', '6-11', '8-11']",0,3,12
La Roche IstvánMarosán Tamás,Szabó Miklós,"['10-12', '11-6', '4-11', '11-7']",3,2,16
La Roche IstvánMarosán Tamás,Takáts Fanni dr.,"['8-11', '8-11', '8-11']",0,3,4
