position,name,license,team,matches,wins,win_percentage
1.,Deák Milán,17858,Palotai Titánok SE I.,84,82,97.62%
2.,Stefán István,18929,Pestszentimrei PSE IV.,115,106,92.17%
3.,Török Attila,8388,Palotai Titánok SE I.,120,109,90.83%
4.,Szalay Tamás dr.,19434,GALAXIS VSE I.,80,72,90%
5.,Nguyen Duc (Tomi) Khanh,8681,Sanitas-Budo SE IV.-Asia Center I.,81,71,87.65%
6.,Bercsényi Marcell,17366,Palotai Titánok SE I.,116,98,84.48%
7.,Simon Péter,19728,GALAXIS VSE I.,108,91,84.26%
8.,Nguyen Anh Phuong,8216,Sanitas-Budo SE IV.-Asia Center I.,106,88,83.02%
9.,Kelemen Gyula,14344,Hidegkúti SC-Klebelsberg I.,100,82,82%
10.,Maruzs Bence dr.,17738,Pestszentimrei PSE IV.,96,77,80.21%
11.,Németh Miksa,18491,Palotai Titánok SE I.,120,96,80%
12.,Gál Péter,19893,BPPK SE I.-túróSCsusza,92,72,78.26%
13.,Stirling Tamás dr.,11591,Angyalföldi TTE III.,108,83,76.85%
14.,Kovács Miklós,12964,Budai XI SE VI.-Dunaholding,92,68,73.91%
15.,Gál Attila,18951,Pestszentimrei PSE IV.,80,59,73.75%
16.,Graur Tamás,9942,Budai XI. SE V.,106,77,72.64%
17.,Nyári Lajos,17482,FKF SK II.,92,64,69.57%
18.,Kapuszta Csaba,10691,Pestújhelyi SC V.,96,66,68.75%
19.,Zsigmond Csaba,14778,Pestszentimrei PSE IV.,104,71,68.27%
20.,Kellner Attila,14052,Budai XI. SE V.,104,69,66.35%
21.,Bleitner Attila,14303,Budai XI SE X.-Külváros,100,65,65%
22.,Gubai György,18402,GALAXIS VSE I.,71,46,64.79%
23.,Kocsor Péter,18379,Budai XI SE X.-Külváros,92,59,64.13%
24.,Szalay Zoltán dr.,20033,GALAXIS VSE I.,80,51,63.75%
25.,Mészáros Attila,17663,Hidegkúti SC-Klebelsberg I.,96,61,63.54%
26.,Vitéz Gábor,9673,ESMTK V.,76,47,61.84%
27.,Makkai Katalin,14226,MVM SE II.,120,72,60%
28.,Nyeste Gábor,12536,Budai XI. SE V.,102,58,56.86%
29.,Lehel László,9822,Honvéd Zrínyi SE III.,112,63,56.25%
30.,Lázár Zsolt,15153,Pestújhelyi SC V.,104,58,55.77%
31.,Kardos Csaba,9372,MVM SE II.,116,64,55.17%
,Markovits I Tamás,9821,Honvéd Zrínyi SE III.,116,64,55.17%
33.,Leitermann Lajos,17842,Budai XI SE X.-Külváros,100,54,54%
34.,Paál György,13896,ESMTK V.,86,45,52.33%
35.,Andrásik Ilona,12762,Budai XI SE VI.-Dunaholding,84,43,51.19%
36.,Imre Béla,13380,Budai XI SE X.-Külváros,71,36,50.7%
37.,Surányi Tamás,19452,Hidegkúti SC-Klebelsberg I.,108,54,50%
,Galovics Márk,14335,Hidegkúti SC-Klebelsberg I.,94,47,50%
,Jurik Andrea,9829,Honvéd Zrínyi SE III.,60,30,50%
40.,Fábián Ferenc,15724,Angyalföldi TTE III.,88,43,48.86%
41.,Sztranyan János,17956,GALAXIS VSE I.,80,39,48.75%
42.,Nguyen Van Tin,16577,Sanitas-Budo SE IV.-Asia Center I.,114,54,47.37%
43.,Mucsina István,10699,Angyalföldi TTE III.,96,45,46.88%
44.,Pató Gábor,12076,Pestújhelyi SC V.,112,48,42.86%
45.,Huszár Zoltán,10709,Angyalföldi TTE III.,108,45,41.67%
,Marsó Vilmos,14583,ESMTK V.,60,25,41.67%
47.,Lukács Lajos,9635,FKF SK II.,100,41,41%
48.,Molnár Levente,12820,Budai XI. SE V.,71,29,40.85%
49.,Tóth György,21118,BPPK SE I.-túróSCsusza,120,47,39.17%
50.,Sólyomvári Tamás,19464,SPLITT-PONG,116,44,37.93%
51.,Kovács Zoltán,13904,Budai XI SE VI.-Dunaholding,94,34,36.17%
52.,Mészár János,19836,SPLITT-PONG,108,39,36.11%
53.,László Imre,13895,ESMTK V.,64,23,35.94%
54.,Biczó Márton,11254,Honvéd Zrínyi SE III.,85,30,35.29%
55.,Tárnok Péter András,19239,Pestújhelyi SC V.,84,29,34.52%
56.,Lakatos László,19834,SPLITT-PONG,114,36,31.58%
57.,Truong Hai Phong,16578,Sanitas-Budo SE IV.-Asia Center I.,104,32,30.77%
58.,Arató András,12765,Budai XI SE VI.-Dunaholding,112,28,25%
59.,Ferencsák József,9373,MVM SE II.,114,28,24.56%
60.,Murányi Szilvia Dóra,19084,FKF SK II.,96,18,18.75%
,Márki Zoltán,18364,BPPK SE I.-túróSCsusza,80,15,18.75%
62.,Nagy Zoltán dr.,9376,MVM SE II.,92,14,15.22%
63.,Farkas László István,13943,FKF SK II.,68,9,13.24%
64.,Sárvári Zsolt,21202,SPLITT-PONG,77,2,2.6%
