home_player,away_player,sets,resulthome,resultaway,match_number
Freund Tamás,Nyilas Mihály Attila,[],3,0,1
Freund Tamás,Jurik Andrea,[],3,1,5
Freund Tamás,Bakó Szilvia,[],2,3,9
Freund Tamás,Demeter Miklós,[],3,1,13
Weidinger Zsolt,Nyilas Mihály Attila,[],3,1,14
Weidinger Zsolt,Jurik Andrea,[],1,3,2
Weidinger Zsolt,Bakó Szilvia,[],0,3,6
Weidinger Zsolt,Demeter Miklós,[],1,3,10
Tódor Attila,Nyilas Mihály Attila,[],3,1,11
Tódor Attila,Jurik Andrea,[],3,2,15
Tódor Attila,Bakó Szilvia,[],1,3,3
Tódor Attila,Demeter Miklós,[],1,3,7
Horváth Zoltán,Nyilas Mihály Attila,[],3,0,8
Horváth Zoltán,Jurik Andrea,[],2,3,12
Horváth Zoltán,Bakó Szilvia,[],3,1,16
Horváth Zoltán,Demeter Miklós,[],2,3,4
