home_player,away_player,sets,resulthome,resultaway,match_number
Matolcsi Márta,Csizmás Ferenc,[],3,1,1
Matolcsi Márta,Dibusz Tibor,[],2,3,5
Matolcsi Márta,Péli László,[],0,3,9
Matolcsi Márta,Jónás Csaba,[],0,3,13
Berger Árpád,Csizmás Ferenc,[],3,0,14
Berger Árpád,Dibusz Tibor,[],3,1,2
Berger Árpád,Péli László,[],0,3,6
Berger Árpád,Jónás Csaba,[],2,3,10
Arlóy Zsófia,Csizmás Ferenc,[],3,1,11
Arlóy Zsófia,Dibusz Tibor,[],0,3,15
Arlóy Zsófia,Péli László,[],0,3,3
Arlóy Zsófia,Jónás Csaba,[],0,3,7
Bodó Tivadar,Csizmás Ferenc,[],3,0,8
Bodó Tivadar,Dibusz Tibor,[],3,1,12
Bodó Tivadar,Péli László,[],3,1,16
Bodó Tivadar,Jónás Csaba,[],2,3,4
