home_player,away_player,sets,resulthome,resultaway,match_number
Kellner Attila,Simon Dávid,"['11-5', '5-11', '8-11', '3-11']",1,3,1
Kellner Attila,Ardai Emese,"['3-11', '9-11', '11-6', '11-9']",3,2,5
Kellner Attila,Bulla József,"['11-9', '11-8', '12-10']",3,0,9
Kellner Attila,Dibusz Tibor,"['4-11', '11-8', '11-7', '7-11']",2,3,13
Nyeste Gábor,Simon Dávid,"['13-11', '13-11', '6-11', '11-8']",3,1,14
Nyeste Gábor,Ardai Emese,"['3-11', '11-9', '8-11', '7-11']",1,3,2
Nyeste Gábor,Bulla József,"['11-3', '8-11', '13-11', '11-6']",3,1,6
Nyeste Gábor,Dibusz Tibor,"['10-12', '7-11', '4-11']",0,3,10
Szűcs AndreaHaas Katalin,Simon Dávid,"['15-13', '1-11', '11-9', '8-11']",2,3,11
Szűcs AndreaHaas Katalin,Ardai Emese,"['6-11', '7-11', '3-11']",0,3,15
Szűcs AndreaHaas Katalin,Bulla József,"['7-11', '11-4', '7-11', '11-9']",3,2,3
Szűcs AndreaHaas Katalin,Dibusz Tibor,"['3-11', '9-11', '8-11']",0,3,7
Petri Zoltán,Simon Dávid,"['9-11', '9-11', '9-11']",0,3,8
Petri Zoltán,Ardai Emese,"['10-12', '3-11', '4-11']",0,3,12
Petri Zoltán,Bulla József,"['11-7', '7-11', '11-9', '9-11']",2,3,16
Petri Zoltán,Dibusz Tibor,"['5-11', '11-6', '10-12', '11-9']",3,2,4
