home_player,away_player,sets,resulthome,resultaway,match_number
Botár Attila,Tiszay Ádám,[],0,3,1
Botár Attila,Krebs  Levente,[],3,1,5
Botár Attila,Fülöp Zsombor,[],3,1,9
Botár Attila,Vida Dávid,[],3,2,13
Orosz Ferenc,Tiszay Ádám,[],0,3,14
Orosz Ferenc,Krebs  Levente,[],3,1,2
Orosz Ferenc,Fülöp Zsombor,[],1,3,6
Orosz Ferenc,Vida Dávid,[],0,3,10
Tóth Márta,Tiszay Ádám,[],0,3,11
Tóth Márta,Krebs  Levente,[],3,0,15
Tóth Márta,Fülöp Zsombor,[],0,3,3
Tóth Márta,Vida Dávid,[],2,3,7
Arlóy Zsófia,Tiszay Ádám,[],3,2,8
Arlóy Zsófia,Krebs  Levente,[],3,1,12
Arlóy Zsófia,Fülöp Zsombor,[],1,3,16
Arlóy Zsófia,Vida Dávid,[],0,3,4
