home_player,away_player,sets,resulthome,resultaway,match_number
Gréczy Károly,Tóth Károly,[],3,0,1
Gréczy Károly,Fail György,[],3,1,5
Gréczy Károly,Bősz Gábor,[],3,0,9
Gréczy Károly,Padla László,[],3,1,13
Leinweber József,Tóth Károly,[],0,3,14
Leinweber József,Fail György,[],3,0,2
Leinweber József,Bősz Gábor,[],3,0,6
Leinweber József,Padla László,[],3,1,10
Rohovszky László Dr.,Tóth Károly,[],0,3,11
Rohovszky László Dr.,Fail György,[],3,1,15
Rohovszky László Dr.,Bősz Gábor,[],3,0,3
Rohovszky László Dr.,Padla László,[],3,0,7
Sólyomi Péter,Tóth Károly,[],1,3,8
Sólyomi Péter,Fail György,[],1,3,12
Sólyomi Péter,Bősz Gábor,[],3,2,16
Sólyomi Péter,Padla László,[],1,3,4
