home_player,away_player,sets,resulthome,resultaway,match_number
Kis László,Kardos Csaba,[],3,1,1
Kis László,Ferencsák József,[],3,2,5
Kis László,Igaly Katalin,[],3,0,9
Kis László,Makkai Katalin,[],3,2,13
Phan Xuan Thao,Kardos Csaba,[],3,2,14
Phan Xuan Thao,Ferencsák József,[],3,2,2
Phan Xuan Thao,Igaly Katalin,[],3,1,6
Phan Xuan Thao,Makkai Katalin,[],3,1,10
Takács Miklós Zoltán,Kardos Csaba,[],3,1,11
Takács Miklós Zoltán,Ferencsák József,[],0,3,15
Takács Miklós Zoltán,Igaly Katalin,[],3,0,3
Takács Miklós Zoltán,Makkai Katalin,[],0,3,7
Szamkó István,Kardos Csaba,[],3,2,8
Szamkó István,Ferencsák József,[],3,2,12
Szamkó István,Igaly Katalin,[],3,1,16
Szamkó István,Makkai Katalin,[],1,3,4
