home_player,away_player,sets,resulthome,resultaway,match_number
Szekulesz Péter,Vagyóczki András,[],3,1,1
Szekulesz Péter,Kaszás László,[],0,3,5
Szekulesz Péter,Gárdai Csaba,[],0,3,9
Szekulesz Péter,Bali Péter,[],1,3,13
Varga Gergely,Vagyóczki András,[],3,0,14
Varga Gergely,Kaszás László,[],0,3,2
Varga Gergely,Gárdai Csaba,[],3,2,6
Varga Gergely,Bali Péter,[],1,3,10
Kollár Tamás,Vagyóczki András,[],3,1,11
Kollár Tamás,Kaszás László,[],0,3,15
Kollár Tamás,Gárdai Csaba,[],3,0,3
Kollár Tamás,Bali Péter,[],1,3,7
Pintér Róbert,Vagyóczki András,[],3,1,8
Pintér Róbert,Kaszás László,[],1,3,12
Pintér Róbert,Gárdai Csaba,[],1,3,16
Pintér Róbert,Bali Péter,[],3,1,4
