home_player,away_player,sets,resulthome,resultaway,match_number
Zsoldos Rafael,Szabó Gergely,[],3,2,1
Zsoldos Rafael,Kádár Péter,[],3,1,5
Zsoldos Rafael,Pályi Attila,[],0,3,9
Zsoldos Rafael,Szabó László,[],3,2,13
Bere László,Szabó Gergely,[],3,0,14
Bere László,Kádár Péter,[],3,0,2
Bere László,Pályi Attila,[],3,0,6
Bere László,Szabó László,[],3,1,10
Seszták Dániel,Szabó Gergely,[],1,3,11
Seszták Dániel,Kádár Péter,[],2,3,15
Seszták Dániel,Pályi Attila,[],2,3,3
Seszták Dániel,Szabó László,[],1,3,7
Kovács Krisztián,Szabó Gergely,[],0,3,8
Kovács Krisztián,Kádár Péter,[],3,2,12
Kovács Krisztián,Pályi Attila,[],2,3,16
Kovács Krisztián,Szabó László,[],3,1,4
