home_player,away_player,sets,resulthome,resultaway,match_number
Karvák Attila,Hornyák Levente,"['11-4', '11-7', '11-8']",3,0,1
Karvák Attila,Hoffmann Orsolya dr.,"['11-5', '11-5', '11-8']",3,0,5
Karvák Attila,Hegyesi Tibor,"['11-8', '13-11', '8-11', '11-8']",3,1,9
Karvák Attila,Orbán Zsolt,[],3,1,13
Zlotov Viktor,Hornyák Levente,"['12-14', '11-5', '11-4', '9-11']",2,3,14
Zlotov Viktor,Hoffmann Orsolya dr.,[],3,0,2
Zlotov Viktor,Hegyesi Tibor,[],2,3,6
Zlotov Viktor,Orbán Zsolt,"['6-11', '4-11', '8-11']",0,3,10
Somody Attila,Hornyák Levente,[],3,0,11
Somody Attila,Hoffmann Orsolya dr.,[],0,3,15
Somody Attila,Hegyesi Tibor,"['11-6', '11-6', '6-11', '11-4']",3,1,3
Somody Attila,Orbán Zsolt,"['7-11', '3-11', '8-11']",0,3,7
Torda RolandMészáros Péter Pál,Hornyák Levente,[],3,1,8
Torda RolandMészáros Péter Pál,Hoffmann Orsolya dr.,"['11-6', '11-2', '11-7']",3,0,12
Torda RolandMészáros Péter Pál,Hegyesi Tibor,"['11-9', '8-11', '11-6', '11-6']",3,1,16
Torda RolandMészáros Péter Pál,Orbán Zsolt,[],1,3,4
