home_player,away_player,sets,resulthome,resultaway,match_number
Hertelendy Amadó,Takács-Szentiványi Ildikó,"['11-6', '11-3', '11-5']",3,0,1
Hertelendy Amadó,Székely Péter,"['11-3', '11-4', '11-6']",3,0,5
Hertelendy Amadó,Gyöngyössy György,"['11-4', '11-7', '9-11', '11-8']",3,1,9
Hertelendy Amadó,Takács  Attila,"['11-4', '2-11', '11-8', '7-11']",2,3,13
Szakály Áron,Takács-Szentiványi Ildikó,"['11-1', '11-6', '11-4']",3,0,14
Szakály Áron,Székely Péter,"['11-9', '11-7', '11-7']",3,0,2
Szakály Áron,Gyöngyössy György,"['4-11', '5-11', '6-11']",0,3,6
Szakály Áron,Takács  Attila,"['11-6', '4-11', '9-11', '13-11']",3,2,10
Alaksa Levente,Takács-Szentiványi Ildikó,"['11-2', '11-8', '11-9']",3,0,11
Alaksa Levente,Székely Péter,"['11-6', '11-3', '11-9']",3,0,15
Alaksa Levente,Gyöngyössy György,"['6-11', '6-11', '11-8', '7-11']",1,3,3
Alaksa Levente,Takács  Attila,"['3-11', '6-11', '8-11']",0,3,7
Halász András,Takács-Szentiványi Ildikó,"['11-8', '11-3', '11-4']",3,0,8
Halász András,Székely Péter,"['11-4', '11-4', '11-2']",3,0,12
Halász András,Gyöngyössy György,"['11-6', '5-11', '7-11', '6-11']",1,3,16
Halász András,Takács  Attila,"['11-5', '13-11', '11-7']",3,0,4
