home_player,away_player,sets,resulthome,resultaway,match_number
Marosi Viktória dr.,Weidinger Zsolt,[],3,2,1
Marosi Viktória dr.,Tódor Attila,[],3,0,5
Marosi Viktória dr.,Horváth Zoltán,[],3,2,9
Marosi Viktória dr.,Freund Tamás,[],0,3,13
Berger Árpád,Weidinger Zsolt,[],0,3,14
Berger Árpád,Tódor Attila,[],1,3,2
Berger Árpád,Horváth Zoltán,[],3,0,6
Berger Árpád,Freund Tamás,[],1,3,10
Kékedi TiborSzerdahelyi Péter,Weidinger Zsolt,[],3,2,11
Kékedi TiborSzerdahelyi Péter,Tódor Attila,[],1,3,15
Kékedi TiborSzerdahelyi Péter,Horváth Zoltán,[],0,3,3
Kékedi TiborSzerdahelyi Péter,Freund Tamás,[],1,3,7
Bodó Tivadar,Weidinger Zsolt,[],3,0,8
Bodó Tivadar,Tódor Attila,[],3,2,12
Bodó Tivadar,Horváth Zoltán,[],2,3,16
Bodó Tivadar,Freund Tamás,[],0,3,4
