home_player,away_player,sets,resulthome,resultaway,match_number
Szemendri Sándor,Zlotov Viktor,"['12-10', '11-9', '6-11', '8-11']",3,2,1
Szemendri Sándor,Csabai Csaba,"['8-11', '11-3', '11-13', '9-11']",1,3,5
Szemendri Sándor,Torda Roland,"['11-1', '11-6', '12-10']",3,0,9
Szemendri Sándor,Mészáros Péter Pál,"['11-3', '11-4', '11-4']",3,0,13
Németh Péter,Zlotov Viktor,"['11-7', '9-11', '6-11', '7-11']",1,3,14
Németh Péter,Csabai Csaba,"['11-7', '11-8', '7-11', '7-11']",2,3,2
Németh Péter,Torda Roland,"['9-11', '11-9', '9-11', '11-9']",2,3,6
Németh Péter,Mészáros Péter Pál,"['11-8', '11-8', '3-11', '3-11']",3,2,10
Borbély Zoltán,Zlotov Viktor,"['5-11', '3-11', '8-11']",0,3,11
Borbély Zoltán,Csabai Csaba,"['8-11', '6-11', '8-11']",0,3,15
Borbély Zoltán,Torda Roland,"['10-12', '9-11', '7-11']",0,3,3
Borbély Zoltán,Mészáros Péter Pál,"['11-3', '9-11', '7-11', '8-11']",1,3,7
Szőts Viktor,Zlotov Viktor,"['11-8', '11-13', '11-6', '10-12']",2,3,8
Szőts Viktor,Csabai Csaba,"['6-11', '11-9', '11-5', '13-11']",3,1,12
Szőts Viktor,Torda Roland,"['11-6', '9-11', '11-3', '11-9']",3,1,16
Szőts Viktor,Mészáros Péter Pál,"['9-11', '11-6', '11-9', '11-7']",3,1,4
