position,name,license,team,matches,wins,win_percentage
1.,Leinweber Zoltán,11164,BKV Előre  SC III.,111,110,99.1%
2.,Kriston Zsolt,8496,Pestszentimrei PSE V.,84,82,97.62%
3.,Krebs Zoltán,12143,Városmajori Katolikus Egyesület,101,95,94.06%
4.,Szili Viktor,14619,Rákosmente AK I.,84,72,85.71%
5.,Jónás Csaba,11283,Budai XI SE IX.,68,58,85.29%
6.,Gut Zoltán,14315,Palotai Titánok SE II.,92,77,83.7%
7.,Takáts Fanni dr.,15824,BEAC III.,84,70,83.33%
8.,Lőrincz Attila,14740,Angyalföldi TTE II.,80,66,82.5%
9.,Pergel János,11634,Pestszentimrei PSE V.,107,88,82.24%
10.,Pölöskei András,14054,SZÜV ASE I.,100,79,79%
11.,Sipos Zoltán,8301,BKV Előre  SC III.,112,83,74.11%
12.,Graur Tamás,9942,Budai XI. SE V.,92,68,73.91%
13.,Arlóy Zsófia,8363,Budai XI SE IX.,60,43,71.67%
14.,Gut József,10134,Palotai Titánok SE II.,104,73,70.19%
15.,Retek Levente,12709,KSI SE V.,59,41,69.49%
16.,Bonnyainé Varga Éva,9963,BKV Előre  SC III.,112,77,68.75%
,Gábor Norbert,19015,Palotai Titánok SE II.,80,55,68.75%
18.,Kovács Csaba,10603,MAFC III.-EMKÁBÉ,100,68,68%
19.,Szekulesz Péter,10422,BEAC III.,88,59,67.05%
20.,Simon Dávid,10280,Budai XI SE IX.,96,64,66.67%
21.,Babicz Mihály,8748,Városmajori Katolikus Egyesület,68,45,66.18%
22.,Szabó László,9347,KSI SE V.,100,66,66%
23.,Pataki Bálint Szabolcs,19825,Pestszentimrei PSE V.,101,65,64.36%
24.,Petrovics Péter,14222,Pestszentimrei PSE V.,72,45,62.5%
25.,Kardos Csaba,9372,MVM SE II.,104,64,61.54%
26.,Kálnoky Diána Tímea,17829,BEAC III.,80,49,61.25%
27.,Dibusz Tibor,17264,Budai XI SE IX.,92,56,60.87%
28.,Kelemen Attila,9571,Pestszentimrei PSE V.,80,48,60%
29.,Makkai Katalin,14226,MVM SE II.,92,55,59.78%
30.,Nyeste Gábor,12536,Budai XI. SE V.,92,54,58.7%
31.,Molnár Levente,12820,Budai XI. SE V.,58,33,56.9%
32.,Boros László,10086,Kőbánya SC III.,108,61,56.48%
33.,Wiener Gábor,10594,BEAC III.,60,33,55%
34.,Hargitai Bence,15536,Kőbánya SC III.,84,46,54.76%
35.,Bundula Csaba dr.,11765,Angyalföldi TTE II.,72,38,52.78%
36.,Mayer József,9088,KSI SE V.,81,42,51.85%
37.,Mórocz Tamás,14056,SZÜV ASE I.,112,58,51.79%
38.,Dudás János András,13930,Rákosmente AK I.,88,45,51.14%
39.,Ardai Emese,14289,Budai XI SE IX.,59,30,50.85%
40.,Újházi Csilla,10631,MAFC III.-EMKÁBÉ,65,33,50.77%
41.,Kollát Miklós,14053,SZÜV ASE I.,108,53,49.07%
42.,Debre Gábor,9812,Angyalföldi TTE II.,60,29,48.33%
43.,Petri Zoltán,16150,Budai XI. SE V.,72,34,47.22%
44.,Kakucs Tamás,19832,Angyalföldi TTE II.,88,38,43.18%
45.,Füzesi Botond Dr.,13932,Rákosmente AK I.,60,25,41.67%
46.,Szénás József,13852,MAFC III.-EMKÁBÉ,68,27,39.71%
47.,Papp László,17958,GALAXIS VSE II.-Fortuna,104,40,38.46%
48.,Kiss Péter,9283,SZÜV ASE I.,96,31,32.29%
49.,Nagy Péter,13311,GALAXIS VSE II.-Fortuna,84,27,32.14%
50.,Szijártó József,8561,KSI SE V.,96,30,31.25%
,Héregi László,8715,GALAXIS VSE II.-Fortuna,96,30,31.25%
52.,Balogh Gyula,18898,MAFC III.-EMKÁBÉ,59,17,28.81%
53.,Szőke Ferenc,8985,Angyalföldi TTE II.,80,23,28.75%
54.,Kádár Mihály,9091,KSI SE V.,75,18,24%
55.,Ferencsák József,9373,MVM SE II.,80,19,23.75%
56.,Bálint Milán,21745,Városmajori Katolikus Egyesület,90,21,23.33%
57.,Borbély Andor,10085,Kőbánya SC III.,92,20,21.74%
58.,Kasza Zoltán,19815,GALAXIS VSE II.-Fortuna,72,15,20.83%
59.,Szekeres Dániel dr.,21635,MVM SE II.,100,16,16%
60.,Sztipich Gábor,19021,Kőbánya SC III.,64,9,14.06%
61.,Lajos Tibor,18549,Rákosmente AK I.,62,4,6.45%
