home_player,away_player,sets,resulthome,resultaway,match_number
Harsányi Zsolt Tamás,Évi Róbert,[],3,0,1
Harsányi Zsolt Tamás,Kirchmayer Richárd,[],3,0,5
Harsányi Zsolt Tamás,Kovács Szilárd,[],3,0,9
Harsányi Zsolt Tamás,Bali Péter,[],3,0,13
Fehérhegyi Attila,Évi Róbert,[],3,1,14
Fehérhegyi Attila,Kirchmayer Richárd,[],0,3,2
Fehérhegyi Attila,Kovács Szilárd,[],2,3,6
Fehérhegyi Attila,Bali Péter,[],0,3,10
Éll József,Évi Róbert,[],3,0,11
Éll József,Kirchmayer Richárd,[],3,2,15
Éll József,Kovács Szilárd,[],1,3,3
Éll József,Bali Péter,[],3,1,7
Kardos Géza,Évi Róbert,[],3,0,8
Kardos Géza,Kirchmayer Richárd,[],3,1,12
Kardos Géza,Kovács Szilárd,[],3,1,16
Kardos Géza,Bali Péter,[],3,2,4
