home_player,away_player,sets,resulthome,resultaway,match_number
Tóth Károly,Petri Zoltán,[],0,3,1
Tóth Károly,Hanyecz Attila,[],3,0,5
Tóth Károly,Pintér Róbert,[],2,3,9
Tóth Károly,Varga Gergely,[],3,1,13
Fail György,Petri Zoltán,[],1,3,14
Fail György,Hanyecz Attila,[],3,0,2
Fail György,Pintér Róbert,[],0,3,6
Fail György,Varga Gergely,[],3,1,10
Rácz Sándor,Petri Zoltán,[],0,3,11
Rácz Sándor,Hanyecz Attila,[],3,1,15
Rácz Sándor,Pintér Róbert,[],0,3,3
Rácz Sándor,Varga Gergely,[],3,0,7
Bősz Gábor,Petri Zoltán,[],2,3,8
Bősz Gábor,Hanyecz Attila,[],3,2,12
Bősz Gábor,Pintér Róbert,[],1,3,16
Bősz Gábor,Varga Gergely,[],1,3,4
