home_player,away_player,sets,resulthome,resultaway,match_number
Penczner Endre,Morvay Bertalan,[],3,0,1
Penczner Endre,Mezei Levente,[],0,3,5
Penczner Endre,Klampár Tibor Kirill,[],1,3,9
Penczner Endre,Németh Roland,[],0,3,13
Székely Gábor,Morvay Bertalan,[],0,3,14
Székely Gábor,Mezei Levente,[],0,3,2
Székely Gábor,Klampár Tibor Kirill,[],0,3,6
Székely Gábor,Németh Roland,[],0,3,10
Szimeiszter Csaba,Morvay Bertalan,[],3,2,11
Szimeiszter Csaba,Mezei Levente,[],0,3,15
Szimeiszter Csaba,Klampár Tibor Kirill,[],0,3,3
Szimeiszter Csaba,Németh Roland,[],0,3,7
Pillinger János,Morvay Bertalan,[],3,0,8
Pillinger János,Mezei Levente,[],1,3,12
Pillinger János,Klampár Tibor Kirill,[],0,3,16
Pillinger János,Németh Roland,[],1,3,4
