home_player,away_player,sets,resulthome,resultaway,match_number
Brumár János,Rogl Béla,[],1,3,1
Brumár János,Han Ai Jun,[],3,0,5
Brumár János,Hontvári László,[],3,1,9
Brumár János,Litkei József,[],3,1,13
Sass Oszkár dr.,Rogl Béla,[],3,2,14
Sass Oszkár dr.,Han Ai Jun,[],3,0,2
Sass Oszkár dr.,Hontvári László,[],3,1,6
Sass Oszkár dr.,Litkei József,[],3,0,10
Szécsi Krisztina,Rogl Béla,[],0,3,11
Szécsi Krisztina,Han Ai Jun,[],1,3,15
Szécsi Krisztina,Hontvári László,[],0,3,3
Szécsi Krisztina,Litkei József,[],2,3,7
Dózsa József,Rogl Béla,[],0,3,8
Dózsa József,Han Ai Jun,[],1,3,12
Dózsa József,Hontvári László,[],1,3,16
Dózsa József,Litkei József,[],0,3,4
