home_player,away_player,sets,resulthome,resultaway,match_number
Bencsik Gergely,Tóth András,[],3,2,1
Bencsik Gergely,Xiong Shao,[],0,3,5
Bencsik Gergely,Lukács Dániel,[],0,3,9
Bencsik Gergely,Rohovszky László Dr.,[],0,3,13
Vajda József,Tóth András,[],1,3,14
Vajda József,Xiong Shao,[],0,3,2
Vajda József,Lukács Dániel,[],1,3,6
Vajda József,Rohovszky László Dr.,[],0,3,10
Kiss Tamás,Tóth András,[],3,1,11
Kiss Tamás,Xiong Shao,[],3,0,15
Kiss Tamás,Lukács Dániel,[],2,3,3
Kiss Tamás,Rohovszky László Dr.,[],3,2,7
Schartner Zoltán,Tóth András,[],0,3,8
Schartner Zoltán,Xiong Shao,[],0,3,12
Schartner Zoltán,Lukács Dániel,[],0,3,16
Schartner Zoltán,Rohovszky László Dr.,[],0,3,4
