home_player,away_player,sets,resulthome,resultaway,match_number
Pósfai László,Makai Ákos,[],3,0,1
Pósfai László,Papp Nándor,[],3,1,5
Pósfai László,Padla László,[],3,1,9
Pósfai László,Vitos Klára,[],3,0,13
Bonnyainé Varga Éva,Makai Ákos,[],3,0,14
Bonnyainé Varga Éva,Papp Nándor,[],2,3,2
Bonnyainé Varga Éva,Padla László,[],0,3,6
Bonnyainé Varga Éva,Vitos Klára,[],0,3,10
Halász András,Makai Ákos,[],3,1,11
Halász András,Papp Nándor,[],3,1,15
Halász András,Padla László,[],3,1,3
Halász András,Vitos Klára,[],3,2,7
Komár János,Makai Ákos,[],3,0,8
Komár János,Papp Nándor,[],3,1,12
Komár János,Padla László,[],3,2,16
Komár János,Vitos Klára,[],1,3,4
