home_player,away_player,sets,resulthome,resultaway,match_number
Rácz Sándor,Szabó József,[],3,0,1
Rácz Sándor,Laskovics Levente,[],1,3,5
Rácz Sándor,Horváth Kálmán,[],0,3,9
Rácz Sándor,Sári László,[],1,3,13
Csongor Tamás,Szabó József,[],2,3,14
Csongor Tamás,Laskovics Levente,[],3,1,2
Csongor Tamás,Horváth Kálmán,[],3,1,6
Csongor Tamás,Sári László,[],3,0,10
Nagy Zoltán,Szabó József,[],1,3,11
Nagy Zoltán,Laskovics Levente,[],1,3,15
Nagy Zoltán,Horváth Kálmán,[],1,3,3
Nagy Zoltán,Sári László,[],3,2,7
Balog István,Szabó József,[],3,2,8
Balog István,Laskovics Levente,[],0,3,12
Balog István,Horváth Kálmán,[],1,3,16
Balog István,Sári László,[],3,0,4
