home_player,away_player,sets,resulthome,resultaway,match_number
Kiss Tamás,Farkas Zoltán,[],3,1,1
Kiss Tamás,Évi Róbert,[],3,0,5
Kiss Tamás,Szanda Szilárd,[],3,1,9
Kiss Tamás,Korály Csaba,[],3,1,13
Németh Bence,Farkas Zoltán,[],3,0,14
Németh Bence,Évi Róbert,[],3,2,2
Németh Bence,Szanda Szilárd,[],3,1,6
Németh Bence,Korály Csaba,[],3,2,10
Pataki Bálint Szabolcs,Farkas Zoltán,[],0,3,11
Pataki Bálint Szabolcs,Évi Róbert,[],3,0,15
Pataki Bálint Szabolcs,Szanda Szilárd,[],2,3,3
Pataki Bálint Szabolcs,Korály Csaba,[],0,3,7
Tóth Zsolt,Farkas Zoltán,[],3,0,8
Tóth Zsolt,Évi Róbert,[],3,0,12
Tóth Zsolt,Szanda Szilárd,[],3,0,16
Tóth Zsolt,Korály Csaba,[],3,1,4
