home_player,away_player,sets,resulthome,resultaway,match_number
Samu Zoltán,Kapuszta Csaba,[],3,0,1
Samu Zoltán,Simák István,[],3,2,5
Samu Zoltán,Lesták Tibor,[],3,0,9
Samu Zoltán,Kálnoky Zoltán,[],3,1,13
Deliagosz Sztamatisz András,Kapuszta Csaba,[],3,0,14
Deliagosz Sztamatisz András,Simák István,[],3,0,2
Deliagosz Sztamatisz András,Lesták Tibor,[],3,1,6
Deliagosz Sztamatisz András,Kálnoky Zoltán,[],3,0,10
Shan Xianyi,Kapuszta Csaba,[],3,1,11
Shan Xianyi,Simák István,[],3,0,15
Shan Xianyi,Lesták Tibor,[],3,0,3
Shan Xianyi,Kálnoky Zoltán,[],3,0,7
Zaccomer Zétény,Kapuszta Csaba,[],1,3,8
Zaccomer Zétény,Simák István,[],3,2,12
Zaccomer Zétény,Lesták Tibor,[],3,0,16
Zaccomer Zétény,Kálnoky Zoltán,[],3,1,4
