position,name,license,team,matches,wins,win_percentage
1.,Leinweber Zoltán,11164,BKV Előre  SC II.,96,95,98.96%
2.,Klampár Tibor,10316,Shopsport SE,84,80,95.24%
3.,Török Attila,8388,Budai XI SE IX.,92,87,94.57%
4.,Sipos Zoltán,8301,BKV Előre  SC II.,62,52,83.87%
5.,Han Ai Jun,19638,Kispest SE IV.,76,63,82.89%
,Gőgh József,17729,Budai XI SE VII.,76,63,82.89%
7.,Mórocz Tamás,14056,SZÜV ASE,64,53,82.81%
8.,Katus Ferenc,9896,MAFC III.-PANCHO,81,66,81.48%
9.,Szili Viktor,14619,Rákosmente AK I.,64,50,78.13%
10.,Tokai Imre,19004,Budai XI SE VII.,68,53,77.94%
11.,Demeter Sándor ifj.,8627,MAFC III.-PANCHO,88,68,77.27%
12.,Pölöskei András,14054,SZÜV ASE,68,52,76.47%
13.,Simon Krisztián,12708,ABC Centerline III.,88,66,75%
,Friesz József,9015,ABC Centerline III.,76,57,75%
,Senye Dénes,19428,ABC Centerline III.,72,54,75%
16.,Kajdon András,10277,Budai XI SE VII.,53,39,73.58%
17.,Seprős Richárd,14796,Budai XI SE VII.,75,55,73.33%
18.,Bercsényi Tibor,14185,Kispest SE IV.,79,56,70.89%
19.,Mayer József,9088,KSI SE VI.,80,56,70%
20.,Bundula Csaba dr.,11765,Angyalföldi TTE II.,84,57,67.86%
21.,Klampár-Leskó Edina,10172,Shopsport SE,84,56,66.67%
22.,Baán Rita,11574,Budai XI SE VII.,68,44,64.71%
23.,Boros László,10086,Kőbánya SC II.,88,56,63.64%
24.,Kovács Attila,12581,MAFC III.-PANCHO,75,47,62.67%
25.,Bohus Pál,17942,GALAXIS VSE II.,74,46,62.16%
26.,Pulveri László,15039,KSI SE VI.,91,56,61.54%
27.,Takács Andor,15559,GALAXIS VSE II.,79,47,59.49%
28.,Péntek Tibor,9572,Kispest SE IV.,73,42,57.53%
29.,Horváth Ákos dr,10355,FKF SK IV.-Öregfiúk,78,44,56.41%
30.,Paál György,13896,ESMTK V.,72,40,55.56%
31.,Leitermann Lajos,17842,Palotai Titánok SE II.,68,37,54.41%
32.,Tóth Dániel,14310,Palotai Titánok SE II.,76,41,53.95%
33.,Kollát Miklós,14053,SZÜV ASE,92,49,53.26%
34.,Makai Ákos,8691,ABC Centerline III.,48,25,52.08%
35.,Farkas Zoltán,11861,ESMTK V.,80,41,51.25%
36.,Dudás János András,13930,Rákosmente AK I.,82,41,50%
,Szántó Sándor,10195,Shopsport SE,80,40,50%
,Falusi István,9577,MAFC III.-PANCHO,70,35,50%
39.,Szőke Zoltán,9185,Angyalföldi TTE II.,86,42,48.84%
40.,Schmidt Attila,16491,MAFC III.-PANCHO,66,32,48.48%
41.,Németh Miksa,18491,Palotai Titánok SE II.,80,36,45%
42.,Ardai Emese,14289,Budai XI SE IX.,73,32,43.84%
43.,Pikó Imre,14325,FKF SK IV.-Öregfiúk,96,42,43.75%
44.,László Imre,13895,ESMTK V.,78,33,42.31%
45.,Füzesi Botond Dr.,13932,Rákosmente AK I.,76,32,42.11%
46.,Dósay Tamás,16689,Shopsport SE,76,30,39.47%
47.,Marsó Vilmos,14583,ESMTK V.,72,26,36.11%
48.,Raksányi Géza,8659,FKF SK IV.-Öregfiúk,92,33,35.87%
49.,Hargitai Bence,15536,Kőbánya SC II.,84,30,35.71%
,Debre Gábor,9812,Angyalföldi TTE II.,56,20,35.71%
51.,Bulla József,14288,Budai XI SE IX.,58,18,31.03%
52.,Erdélyi László,12193,BKV Előre  SC II.,78,24,30.77%
53.,Szijártó József,8561,KSI SE VI.,85,26,30.59%
54.,Bunsits József,8593,ESMTK V.,66,20,30.3%
55.,Wehovszky Tamás,8563,KSI SE VI.,84,24,28.57%
56.,Mókus Miklós,17952,GALAXIS VSE II.,85,23,27.06%
57.,Fritz Tamás,15918,BKV Előre  SC II.,68,18,26.47%
58.,Molnár András,19450,SZÜV ASE,80,21,26.25%
59.,Hatházi Árpád,10440,FKF SK IV.-Öregfiúk,61,16,26.23%
60.,Herczeg Tamás,19432,GALAXIS VSE II.,51,11,21.57%
61.,Sápi Zoltán Dr.,14135,BKV Előre  SC II.,80,17,21.25%
62.,Soós István,19523,FKF SK IV.-Öregfiúk,53,11,20.75%
63.,Szilágyi László,10107,Kőbánya SC II.,96,17,17.71%
64.,Szuhanyik György,17953,GALAXIS VSE II.,65,10,15.38%
65.,Stroh Tamás,14046,Budai XI SE IX.,48,7,14.58%
66.,Kis Szilárd,13933,Rákosmente AK I.,74,9,12.16%
67.,Sztipich Gábor,19021,Kőbánya SC II.,84,3,3.57%
