home_player,away_player,sets,resulthome,resultaway,match_number
Mühl Gabriella,Czomba Imre,[],1,3,1
Mühl Gabriella,Majdik Zoltán,[],3,1,5
Mühl Gabriella,Rajkai István,[],3,2,9
Mühl Gabriella,Nincs játékos,[],3,0,13
Maczenkó Ferenc,Czomba Imre,[],2,3,14
Maczenkó Ferenc,Majdik Zoltán,[],3,1,2
Maczenkó Ferenc,Rajkai István,[],3,1,6
Maczenkó Ferenc,Nincs játékos,[],3,0,10
Pinczés Attila,Czomba Imre,[],3,1,11
Pinczés Attila,Majdik Zoltán,[],3,0,15
Pinczés Attila,Rajkai István,[],3,1,3
Pinczés Attila,Nincs játékos,[],3,0,7
Szabó Attila,Czomba Imre,[],3,0,8
Szabó Attila,Majdik Zoltán,[],3,0,12
Szabó Attila,Rajkai István,[],3,0,16
Szabó Attila,Nincs játékos,[],3,0,4
